YEAR,MO,DY,HR,WS2M,RH2M,T2M
2017,9,15,8,4.77,67.75,18.81
2017,9,15,9,4.82,61.19,20.15
2017,9,15,10,4.86,55.31,21.3
2017,9,15,11,5.05,50.5,22.18
2017,9,15,12,5.25,47.19,22.85
2017,9,15,13,5.44,45.19,23.24
2017,9,15,14,5.6,44.44,23.22
2017,9,15,15,5.67,45.31,22.76
2017,9,15,16,5.64,48.31,21.77
2017,9,15,17,5.43,54.31,20.19
2017,9,15,18,4.84,64.88,17.98
2017,9,15,19,4.39,71.0,16.88
2017,9,15,20,3.86,74.38,16.2
2017,9,15,21,3.48,77.44,15.69
2017,9,15,22,3.23,79.88,15.33
2017,9,15,23,3.08,81.5,15.09
2017,9,16,0,2.93,82.69,14.9
2017,9,16,1,2.75,83.38,14.76
2017,9,16,2,2.55,83.12,14.74
2017,9,16,3,2.3,81.75,14.83
2017,9,16,4,1.99,80.19,14.84
2017,9,16,5,1.76,78.81,14.83
2017,9,16,6,1.74,73.56,15.78
2017,9,16,7,1.84,62.81,17.9
2017,9,16,8,1.23,55.0,20.18
2017,9,16,9,0.73,47.44,22.05
2017,9,16,10,1.48,46.62,23.02
2017,9,16,11,2.43,46.56,23.48
2017,9,16,12,3.24,47.88,23.44
2017,9,16,13,3.84,49.94,22.92
2017,9,16,14,4.14,52.81,22.15
2017,9,16,15,4.13,56.94,21.18
2017,9,16,16,4.02,62.25,20.0
2017,9,16,17,3.9,70.12,18.49
2017,9,16,18,3.45,79.75,16.93
2017,9,16,19,3.19,82.81,16.56
2017,9,16,20,2.87,83.31,16.53
2017,9,16,21,2.57,83.94,16.42
2017,9,16,22,2.27,84.25,16.33
2017,9,16,23,1.99,83.81,16.36
2017,9,17,0,1.81,83.56,16.36
2017,9,17,1,1.6,83.69,16.3
2017,9,17,2,1.32,83.25,16.33
2017,9,17,3,0.94,83.25,16.3
2017,9,17,4,0.59,83.56,16.26
2017,9,17,5,0.29,84.44,16.19
2017,9,17,6,0.56,83.19,16.62
2017,9,17,7,0.83,74.56,18.26
2017,9,17,8,1.18,67.25,19.88
2017,9,17,9,1.36,62.12,21.4
2017,9,17,10,1.78,57.69,22.69
2017,9,17,11,2.4,54.0,23.54
2017,9,17,12,2.9,52.19,23.95
2017,9,17,13,3.27,52.19,23.88
2017,9,17,14,3.47,53.25,23.51
2017,9,17,15,3.57,54.75,22.97
2017,9,17,16,3.63,57.25,22.16
2017,9,17,17,3.57,61.94,20.92
2017,9,17,18,3.37,70.56,18.98
2017,9,17,19,3.06,74.75,18.14
2017,9,17,20,2.52,76.5,17.9
2017,9,17,21,2.16,77.12,17.84
2017,9,17,22,2.01,76.5,17.89
2017,9,17,23,1.95,76.0,17.89
2017,9,18,0,1.85,75.62,17.81
2017,9,18,1,1.65,74.69,17.72
2017,9,18,2,1.47,73.75,17.62
2017,9,18,3,1.39,72.94,17.69
2017,9,18,4,1.38,73.56,17.58
2017,9,18,5,1.36,74.94,17.42
2017,9,18,6,1.53,71.81,17.86
2017,9,18,7,2.16,64.38,19.45
2017,9,18,8,2.8,55.25,21.15
2017,9,18,9,2.9,49.25,22.48
2017,9,18,10,2.79,44.81,23.69
2017,9,18,11,2.89,42.31,24.51
2017,9,18,12,3.4,42.56,24.68
2017,9,18,13,4.04,45.12,24.28
2017,9,18,14,4.29,48.31,23.68
2017,9,18,15,4.27,51.0,23.08
2017,9,18,16,4.37,55.12,22.17
2017,9,18,17,4.7,62.44,20.71
2017,9,18,18,4.56,73.56,18.9
2017,9,18,19,4.15,81.5,18.09
2017,9,18,20,3.66,87.06,17.63
2017,9,18,21,3.41,90.88,17.24
2017,9,18,22,3.74,92.0,17.02
2017,9,18,23,4.14,91.88,16.83
2017,9,19,0,4.04,91.69,16.57
2017,9,19,1,3.85,91.25,16.37
2017,9,19,2,3.63,91.5,16.12
2017,9,19,3,3.26,91.94,15.8
2017,9,19,4,3.11,92.62,15.43
2017,9,19,5,3.3,93.12,15.07
2017,9,19,6,3.96,87.19,15.67
2017,9,19,7,4.7,73.5,17.23
2017,9,19,8,4.6,62.25,18.86
2017,9,19,9,3.99,56.0,20.38
2017,9,19,10,3.54,49.81,21.74
2017,9,19,11,3.51,44.19,22.94
2017,9,19,12,3.97,40.69,23.72
2017,9,19,13,4.64,39.75,24.0
2017,9,19,14,5.21,40.88,23.84
2017,9,19,15,5.54,43.12,23.33
2017,9,19,16,5.6,46.62,22.42
2017,9,19,17,5.42,52.81,20.95
2017,9,19,18,5.03,61.88,18.98
2017,9,19,19,4.88,66.56,18.09
2017,9,19,20,4.38,69.12,17.54
2017,9,19,21,3.86,72.0,16.99
2017,9,19,22,3.63,73.62,16.63
2017,9,19,23,3.64,74.06,16.37
2017,9,20,0,3.61,73.62,16.12
2017,9,20,1,3.55,72.25,15.86
2017,9,20,2,3.5,70.62,15.62
2017,9,20,3,3.4,70.19,15.34
2017,9,20,4,3.17,71.31,15.03
2017,9,20,5,2.92,73.38,14.75
2017,9,20,6,3.05,70.19,15.66
2017,9,20,7,3.59,62.62,17.76
2017,9,20,8,3.05,57.69,19.74
2017,9,20,9,2.08,52.69,21.36
2017,9,20,10,1.58,46.56,22.86
2017,9,20,11,2.08,46.62,23.61
2017,9,20,12,3.01,46.88,23.96
2017,9,20,13,3.96,47.56,23.87
2017,9,20,14,4.62,49.56,23.33
2017,9,20,15,4.86,53.31,22.52
2017,9,20,16,4.83,58.75,21.41
2017,9,20,17,4.61,66.44,19.91
2017,9,20,18,4.14,76.5,18.15
2017,9,20,19,4.08,82.94,17.33
2017,9,20,20,3.98,87.69,16.83
2017,9,20,21,3.8,90.75,16.48
2017,9,20,22,3.58,92.44,16.19
2017,9,20,23,3.33,93.56,15.94
2017,9,21,0,3.36,94.31,15.77
2017,9,21,1,3.53,94.81,15.6
2017,9,21,2,3.81,95.0,15.41
2017,9,21,3,4.15,93.88,15.26
2017,9,21,4,4.29,92.5,15.06
2017,9,21,5,4.34,91.75,14.8
2017,9,21,6,4.77,87.12,15.09
2017,9,21,7,5.39,75.06,16.04
2017,9,21,8,5.66,61.62,17.28
2017,9,21,9,5.96,51.44,18.42
2017,9,21,10,6.23,44.94,19.26
2017,9,21,11,6.46,41.94,19.8
2017,9,21,12,6.6,41.19,20.12
2017,9,21,13,6.6,41.44,20.33
2017,9,21,14,6.89,42.56,20.33
2017,9,21,15,6.99,45.25,19.89
2017,9,21,16,6.87,48.94,19.09
2017,9,21,17,6.59,54.94,17.84
2017,9,21,18,6.01,64.5,16.23
2017,9,21,19,5.83,71.12,15.3
2017,9,21,20,5.58,74.12,14.66
2017,9,21,21,5.26,76.44,14.04
2017,9,21,22,4.82,78.56,13.44
2017,9,21,23,4.46,80.06,12.94
2017,9,22,0,4.2,80.0,12.58
2017,9,22,1,3.98,79.81,12.3
2017,9,22,2,3.71,79.75,12.02
2017,9,22,3,3.41,79.88,11.76
2017,9,22,4,3.08,79.81,11.53
2017,9,22,5,2.79,79.44,11.4
2017,9,22,6,2.62,73.56,12.38
2017,9,22,7,2.98,61.56,14.58
2017,9,22,8,3.19,50.69,16.45
2017,9,22,9,3.47,44.06,17.85
2017,9,22,10,3.97,41.25,18.94
2017,9,22,11,4.61,41.38,19.72
2017,9,22,12,5.22,43.06,20.14
2017,9,22,13,5.77,45.31,20.23
2017,9,22,14,6.07,47.75,20.04
2017,9,22,15,6.06,50.44,19.61
2017,9,22,16,5.82,54.0,18.88
2017,9,22,17,5.41,59.62,17.74
2017,9,22,18,4.8,69.62,16.05
2017,9,22,19,4.44,75.81,15.22
2017,9,22,20,4.01,78.69,14.67
2017,9,22,21,3.69,80.69,14.23
2017,9,22,22,3.48,82.62,13.8
2017,9,22,23,3.28,83.88,13.4
2017,9,23,0,3.04,83.75,13.08
2017,9,23,1,2.87,81.94,12.87
2017,9,23,2,2.78,79.44,12.73
2017,9,23,3,2.73,77.25,12.61
2017,9,23,4,2.67,74.62,12.51
2017,9,23,5,2.57,71.88,12.43
2017,9,23,6,2.51,65.06,13.43
2017,9,23,7,3.04,53.88,15.88
2017,9,23,8,2.66,46.69,18.12
2017,9,23,9,2.02,44.0,19.76
2017,9,23,10,2.06,39.19,20.94
2017,9,23,11,2.66,38.31,21.58
2017,9,23,12,3.56,37.44,21.95
2017,9,23,13,4.37,37.31,22.01
2017,9,23,14,4.86,38.12,21.83
2017,9,23,15,5.12,39.56,21.43
2017,9,23,16,5.09,41.88,20.73
2017,9,23,17,4.39,47.88,19.27
2017,9,23,18,3.74,59.44,16.88
2017,9,23,19,3.6,64.19,16.04
2017,9,23,20,3.24,65.44,15.55
2017,9,23,21,2.87,64.5,15.19
2017,9,23,22,2.64,62.5,14.89
2017,9,23,23,2.55,60.44,14.62
2017,9,24,0,2.53,58.19,14.41
2017,9,24,1,2.44,55.25,14.26
2017,9,24,2,2.32,52.81,14.14
2017,9,24,3,2.27,51.38,14.01
2017,9,24,4,2.22,51.0,13.93
2017,9,24,5,2.15,51.38,13.87
2017,9,24,6,2.07,49.5,14.71
2017,9,24,7,2.64,42.69,17.58
2017,9,24,8,2.32,40.88,19.77
2017,9,24,9,1.72,32.88,21.98
2017,9,24,10,0.84,27.06,23.69
2017,9,24,11,0.12,26.69,24.45
2017,9,24,12,0.87,28.44,24.62
2017,9,24,13,1.65,30.69,24.47
2017,9,24,14,2.39,33.12,24.01
2017,9,24,15,2.92,36.0,23.25
2017,9,24,16,3.21,40.0,22.15
2017,9,24,17,3.02,47.69,20.29
2017,9,24,18,2.84,57.5,18.12
2017,9,24,19,2.8,61.25,17.34
2017,9,24,20,2.55,61.25,17.02
2017,9,24,21,2.42,59.06,16.84
2017,9,24,22,2.42,56.12,16.78
2017,9,24,23,2.21,54.12,16.69
2017,9,25,0,2.24,52.38,16.6
2017,9,25,1,2.37,50.94,16.56
2017,9,25,2,2.49,50.44,16.55
2017,9,25,3,2.43,50.81,16.53
2017,9,25,4,2.43,52.56,16.1
2017,9,25,5,2.37,54.44,15.68
2017,9,25,6,2.49,52.12,16.46
2017,9,25,7,2.96,45.31,18.96
2017,9,25,8,2.0,35.44,21.5
2017,9,25,9,0.68,26.25,23.93
2017,9,25,10,0.69,26.56,24.4
2017,9,25,11,1.43,28.88,24.25
2017,9,25,12,2.12,30.62,24.29
2017,9,25,13,2.32,31.81,24.16
2017,9,25,14,2.48,33.38,23.83
2017,9,25,15,2.62,36.0,23.12
2017,9,25,16,2.8,39.31,22.3
2017,9,25,17,2.76,47.56,20.6
2017,9,25,18,2.57,57.44,18.69
2017,9,25,19,2.46,62.0,17.98
2017,9,25,20,2.21,61.62,17.73
2017,9,25,21,2.04,58.25,17.68
2017,9,25,22,1.98,54.75,17.65
2017,9,25,23,1.99,52.62,17.55
2017,9,26,0,2.12,51.19,17.37
2017,9,26,1,2.17,50.69,17.17
2017,9,26,2,2.21,51.31,16.96
2017,9,26,3,2.07,52.62,16.76
2017,9,26,4,1.92,53.94,16.65
2017,9,26,5,1.76,54.81,16.64
2017,9,26,6,1.67,53.12,17.38
2017,9,26,7,2.23,44.69,20.39
2017,9,26,8,2.07,37.81,22.57
2017,9,26,9,2.33,36.56,23.43
2017,9,26,10,2.59,37.06,23.84
2017,9,26,11,2.79,37.19,24.19
2017,9,26,12,2.87,37.5,24.34
2017,9,26,13,2.76,37.44,24.43
2017,9,26,14,2.48,36.94,24.47
2017,9,26,15,2.11,36.69,24.31
2017,9,26,16,1.68,37.31,23.84
2017,9,26,17,0.92,42.88,22.21
2017,9,26,18,0.67,49.5,20.49
2017,9,26,19,0.9,52.94,19.78
2017,9,26,20,1.26,55.5,19.08
2017,9,26,21,1.44,55.12,18.76
2017,9,26,22,1.48,52.56,18.87
2017,9,26,23,1.42,49.19,19.22
2017,9,27,0,1.31,46.0,19.61
2017,9,27,1,1.19,45.38,19.64
2017,9,27,2,1.16,47.75,19.19
2017,9,27,3,1.26,51.88,18.49
2017,9,27,4,1.41,55.94,17.86
2017,9,27,5,1.55,59.69,17.4
2017,9,27,6,1.53,60.25,17.76
2017,9,27,7,1.83,52.0,20.41
2017,9,27,8,1.65,43.5,22.72
2017,9,27,9,1.6,35.06,24.96
2017,9,27,10,1.55,31.5,26.15
2017,9,27,11,1.66,31.31,26.57
2017,9,27,12,1.91,32.44,26.55
2017,9,27,13,2.18,34.25,26.26
2017,9,27,14,2.38,36.5,25.71
2017,9,27,15,2.47,38.88,24.99
2017,9,27,16,2.47,41.31,24.15
2017,9,27,17,2.0,47.88,22.35
2017,9,27,18,1.73,55.81,20.39
2017,9,27,19,1.79,56.81,20.06
2017,9,27,20,1.8,55.5,20.02
2017,9,27,21,1.79,53.5,20.04
2017,9,27,22,1.78,51.75,20.0
2017,9,27,23,1.76,51.19,19.79
2017,9,28,0,1.77,51.88,19.38
2017,9,28,1,1.78,53.31,18.89
2017,9,28,2,1.87,54.56,18.51
2017,9,28,3,2.02,54.81,18.37
2017,9,28,4,2.25,54.69,18.34
2017,9,28,5,2.4,54.38,18.36
2017,9,28,6,2.46,51.94,19.13
2017,9,28,7,3.08,44.12,21.98
2017,9,28,8,2.72,36.69,24.38
2017,9,28,9,1.84,26.44,27.35
2017,9,28,10,0.9,22.88,28.62
2017,9,28,11,0.89,24.25,28.49
2017,9,28,12,1.53,26.75,28.0
2017,9,28,13,2.17,29.75,27.34
2017,9,28,14,2.56,32.81,26.55
2017,9,28,15,2.8,35.44,25.73
2017,9,28,16,2.92,38.25,24.76
2017,9,28,17,2.59,44.31,22.95
2017,9,28,18,2.51,50.5,21.12
2017,9,28,19,2.52,51.25,20.71
2017,9,28,20,2.34,50.31,20.65
2017,9,28,21,2.16,49.69,20.65
2017,9,28,22,2.04,49.62,20.57
2017,9,28,23,1.99,50.38,20.34
2017,9,29,0,2.03,51.69,19.99
2017,9,29,1,2.08,53.81,19.55
2017,9,29,2,2.15,55.56,19.19
2017,9,29,3,2.26,56.06,19.02
2017,9,29,4,2.24,55.94,18.91
2017,9,29,5,2.14,56.25,18.7
2017,9,29,6,2.02,54.0,19.27
2017,9,29,7,2.51,44.56,22.19
2017,9,29,8,2.1,35.81,24.75
2017,9,29,9,1.51,27.0,27.45
2017,9,29,10,1.93,25.69,28.28
2017,9,29,11,2.78,27.31,28.28
2017,9,29,12,3.55,29.12,27.99
2017,9,29,13,4.24,30.19,27.65
2017,9,29,14,4.89,31.75,26.98
2017,9,29,15,5.3,33.94,25.98
2017,9,29,16,5.36,37.19,24.73
2017,9,29,17,4.8,43.81,22.62
2017,9,29,18,4.16,52.0,20.52
2017,9,29,19,3.45,55.94,19.54
2017,9,29,20,3.04,57.38,19.02
2017,9,29,21,2.86,58.38,18.72
2017,9,29,22,2.6,59.19,18.44
2017,9,29,23,2.52,59.5,18.26
2017,9,30,0,2.59,60.25,18.07
2017,9,30,1,2.72,62.31,17.74
2017,9,30,2,2.85,66.19,17.26
2017,9,30,3,3.0,70.31,16.81
2017,9,30,4,3.08,74.0,16.43
2017,9,30,5,3.08,77.5,16.13
2017,9,30,6,3.24,77.81,16.53
2017,9,30,7,3.37,74.19,18.01
2017,9,30,8,3.09,70.06,19.34
2017,9,30,9,3.39,63.19,20.74
2017,9,30,10,3.87,57.06,22.12
2017,9,30,11,4.37,50.94,23.33
2017,9,30,12,5.03,46.94,23.88
2017,9,30,13,5.65,44.88,23.73
2017,9,30,14,5.98,43.75,23.35
2017,9,30,15,5.88,43.75,22.81
2017,9,30,16,5.46,46.31,21.91
2017,9,30,17,4.92,53.19,20.15
2017,9,30,18,4.66,62.94,18.11
2017,9,30,19,4.38,66.69,17.44
2017,9,30,20,3.68,68.88,17.06
2017,9,30,21,3.28,69.88,16.83
2017,9,30,22,3.14,69.81,16.71
2017,9,30,23,3.0,69.62,16.54
2017,10,1,0,2.87,69.31,16.32
2017,10,1,1,2.71,70.44,16.05
2017,10,1,2,2.67,72.62,15.81
2017,10,1,3,2.69,74.75,15.55
2017,10,1,4,2.92,76.25,15.34
2017,10,1,5,2.96,77.5,15.11
2017,10,1,6,3.02,75.0,15.61
2017,10,1,7,4.12,66.12,17.65
2017,10,1,8,4.44,56.88,19.56
2017,10,1,9,4.18,47.38,21.42
2017,10,1,10,3.64,40.69,22.97
2017,10,1,11,3.38,34.38,24.41
2017,10,1,12,3.46,30.75,25.3
2017,10,1,13,4.03,30.56,25.43
2017,10,1,14,4.93,32.38,24.97
2017,10,1,15,5.37,35.5,24.02
2017,10,1,16,5.18,39.12,22.82
2017,10,1,17,4.22,47.0,20.62
2017,10,1,18,3.49,58.25,18.15
2017,10,1,19,3.28,62.06,17.38
2017,10,1,20,2.99,62.81,16.98
2017,10,1,21,2.84,62.19,16.68
2017,10,1,22,2.84,60.25,16.43
2017,10,1,23,2.91,57.38,16.21
2017,10,2,0,2.87,55.19,15.91
2017,10,2,1,2.64,54.69,15.4
2017,10,2,2,2.59,54.19,14.88
2017,10,2,3,2.45,55.44,14.38
2017,10,2,4,2.13,57.69,13.96
2017,10,2,5,1.88,60.38,13.62
2017,10,2,6,1.69,61.38,13.9
2017,10,2,7,2.12,53.75,16.32
2017,10,2,8,1.7,46.81,18.51
2017,10,2,9,0.93,39.5,20.37
2017,10,2,10,0.64,33.75,21.99
2017,10,2,11,1.32,34.31,22.73
2017,10,2,12,2.09,35.19,23.03
2017,10,2,13,2.69,35.94,22.96
2017,10,2,14,3.05,36.75,22.59
2017,10,2,15,3.3,37.94,21.96
2017,10,2,16,3.43,40.44,20.99
2017,10,2,17,3.14,47.5,19.0
2017,10,2,18,3.1,56.12,16.83
2017,10,2,19,2.98,60.25,16.1
2017,10,2,20,2.63,62.25,15.8
2017,10,2,21,2.19,63.81,15.62
2017,10,2,22,1.81,65.25,15.43
2017,10,2,23,1.57,66.69,15.22
2017,10,3,0,1.51,68.69,14.98
2017,10,3,1,1.46,71.25,14.57
2017,10,3,2,1.48,75.12,14.06
2017,10,3,3,1.64,78.94,13.52
2017,10,3,4,1.83,83.62,12.9
2017,10,3,5,1.96,88.19,12.33
2017,10,3,6,2.14,88.56,12.44
2017,10,3,7,2.43,76.75,14.15
2017,10,3,8,2.53,63.06,15.56
2017,10,3,9,2.92,53.75,16.8
2017,10,3,10,3.39,48.44,17.76
2017,10,3,11,3.82,45.81,18.37
2017,10,3,12,4.07,45.31,18.55
2017,10,3,13,4.13,45.38,18.5
2017,10,3,14,4.1,45.0,18.32
2017,10,3,15,4.09,44.94,17.98
2017,10,3,16,4.02,46.5,17.34
2017,10,3,17,3.63,51.88,16.15
2017,10,3,18,3.3,62.0,14.6
2017,10,3,19,3.32,68.0,14.12
2017,10,3,20,3.22,72.62,13.74
2017,10,3,21,3.12,75.81,13.39
2017,10,3,22,2.99,76.94,13.14
2017,10,3,23,2.82,76.5,12.95
2017,10,4,0,2.75,75.5,12.84
2017,10,4,1,2.64,73.62,12.78
2017,10,4,2,2.57,71.69,12.75
2017,10,4,3,2.61,70.19,12.71
2017,10,4,4,2.74,69.31,12.64
2017,10,4,5,2.92,69.12,12.53
2017,10,4,6,2.98,66.12,13.05
2017,10,4,7,3.62,54.75,15.88
2017,10,4,8,3.95,45.88,18.22
2017,10,4,9,3.36,40.19,20.37
2017,10,4,10,2.75,33.12,22.26
2017,10,4,11,2.05,25.75,24.11
2017,10,4,12,1.67,22.81,25.27
2017,10,4,13,2.09,24.25,25.44
2017,10,4,14,2.66,27.12,25.01
2017,10,4,15,3.1,30.31,24.22
2017,10,4,16,3.45,34.25,23.02
2017,10,4,17,3.25,42.69,20.37
2017,10,4,18,3.56,50.75,18.13
2017,10,4,19,3.63,51.94,17.51
2017,10,4,20,3.54,51.5,16.98
2017,10,4,21,3.48,51.0,16.54
2017,10,4,22,3.39,51.0,16.08
2017,10,4,23,3.31,51.62,15.67
2017,10,5,0,3.29,52.56,15.33
2017,10,5,1,3.31,53.81,15.08
2017,10,5,2,3.35,55.12,14.86
2017,10,5,3,3.42,56.12,14.68
2017,10,5,4,3.41,57.0,14.49
2017,10,5,5,3.34,57.56,14.3
2017,10,5,6,3.27,55.62,14.73
2017,10,5,7,3.84,46.81,17.38
2017,10,5,8,2.95,43.69,19.56
2017,10,5,9,2.34,32.56,22.64
2017,10,5,10,1.85,23.0,25.23
2017,10,5,11,1.85,20.5,26.51
2017,10,5,12,2.35,21.19,26.87
2017,10,5,13,2.87,22.75,26.73
2017,10,5,14,3.26,24.81,26.22
2017,10,5,15,3.61,27.5,25.37
2017,10,5,16,3.83,31.19,24.09
2017,10,5,17,3.25,39.06,21.36
2017,10,5,18,3.2,46.25,19.06
2017,10,5,19,2.99,48.06,18.23
2017,10,5,20,2.82,48.44,17.7
2017,10,5,21,2.83,48.12,17.31
2017,10,5,22,2.84,48.0,16.97
2017,10,5,23,2.82,48.5,16.62
2017,10,6,0,2.88,49.0,16.27
2017,10,6,1,2.95,49.44,15.92
2017,10,6,2,3.08,50.12,15.6
2017,10,6,3,3.26,51.12,15.37
2017,10,6,4,3.42,51.94,15.23
2017,10,6,5,3.48,52.69,15.12
2017,10,6,6,3.5,51.88,15.55
2017,10,6,7,4.05,44.94,18.33
2017,10,6,8,2.95,42.0,20.7
2017,10,6,9,2.27,30.38,24.18
2017,10,6,10,1.62,24.12,26.21
2017,10,6,11,1.43,23.88,26.8
2017,10,6,12,1.69,24.06,26.98
2017,10,6,13,1.97,24.75,26.96
2017,10,6,14,2.25,26.38,26.64
2017,10,6,15,2.63,29.31,25.86
2017,10,6,16,3.06,34.5,24.44
2017,10,6,17,3.25,44.12,21.69
2017,10,6,18,3.35,50.75,19.87
2017,10,6,19,3.25,50.56,19.46
2017,10,6,20,2.91,47.56,19.37
2017,10,6,21,2.53,45.25,19.34
2017,10,6,22,2.2,44.38,19.14
2017,10,6,23,2.17,44.44,18.76
2017,10,7,0,2.25,44.0,18.55
2017,10,7,1,2.31,42.88,18.59
2017,10,7,2,2.32,41.69,18.81
2017,10,7,3,2.28,42.12,18.62
2017,10,7,4,2.18,43.5,18.16
2017,10,7,5,1.92,42.81,18.23
2017,10,7,6,1.82,40.62,18.83
2017,10,7,7,2.02,33.88,21.8
2017,10,7,8,1.97,26.81,24.49
2017,10,7,9,0.44,19.75,27.4
2017,10,7,10,1.12,19.56,28.44
2017,10,7,11,1.94,21.12,28.58
2017,10,7,12,2.63,22.94,28.4
2017,10,7,13,3.21,24.75,28.02
2017,10,7,14,3.52,26.0,27.61
2017,10,7,15,3.66,27.44,27.02
2017,10,7,16,3.69,31.12,25.72
2017,10,7,17,3.26,42.0,22.4
2017,10,7,18,3.23,51.5,20.12
2017,10,7,19,3.0,54.75,19.36
2017,10,7,20,2.71,55.62,18.95
2017,10,7,21,2.6,55.88,18.63
2017,10,7,22,2.61,56.0,18.33
2017,10,7,23,2.72,56.38,18.0
2017,10,8,0,2.88,56.88,17.65
2017,10,8,1,3.02,57.88,17.22
2017,10,8,2,3.02,58.81,16.76
2017,10,8,3,2.98,59.31,16.43
2017,10,8,4,2.99,59.31,16.17
2017,10,8,5,3.09,58.75,15.93
2017,10,8,6,3.15,57.56,16.01
2017,10,8,7,3.3,51.31,17.97
2017,10,8,8,2.94,49.62,19.67
2017,10,8,9,2.4,39.88,21.93
2017,10,8,10,2.01,35.81,23.42
2017,10,8,11,2.28,36.56,24.05
2017,10,8,12,2.9,37.81,24.18
2017,10,8,13,3.32,39.06,23.96
2017,10,8,14,3.51,40.69,23.51
2017,10,8,15,3.64,43.44,22.69
2017,10,8,16,3.84,47.06,21.48
2017,10,8,17,3.62,53.75,19.54
2017,10,8,18,3.29,61.88,17.84
2017,10,8,19,2.95,65.44,17.33
2017,10,8,20,2.49,66.88,17.09
2017,10,8,21,2.05,67.19,16.92
2017,10,8,22,1.61,66.88,16.72
2017,10,8,23,1.43,67.38,16.3
2017,10,9,0,1.74,69.5,15.9
2017,10,9,1,2.13,75.44,15.33
2017,10,9,2,2.54,83.44,14.52
2017,10,9,3,2.42,88.0,13.79
2017,10,9,4,2.66,77.44,13.73
2017,10,9,5,2.83,68.38,13.75
2017,10,9,6,3.08,61.69,14.25
2017,10,9,7,4.32,50.06,17.05
2017,10,9,8,4.87,41.44,19.19
2017,10,9,9,4.6,36.38,21.21
2017,10,9,10,4.04,34.31,22.69
2017,10,9,11,3.61,32.5,23.8
2017,10,9,12,3.27,31.38,24.52
2017,10,9,13,2.86,30.88,24.82
2017,10,9,14,2.45,30.56,24.84
2017,10,9,15,2.08,30.62,24.54
2017,10,9,16,1.55,32.12,23.66
2017,10,9,17,1.31,42.69,20.73
2017,10,9,18,1.36,54.94,18.9
2017,10,9,19,1.4,58.81,18.26
2017,10,9,20,1.32,55.5,18.12
2017,10,9,21,1.12,51.81,17.98
2017,10,9,22,1.14,49.88,17.67
2017,10,9,23,1.51,48.81,17.25
2017,10,10,0,1.97,52.44,16.56
2017,10,10,1,2.06,57.62,15.86
2017,10,10,2,1.95,60.62,15.48
2017,10,10,3,1.71,60.81,15.4
2017,10,10,4,1.57,59.75,15.43
2017,10,10,5,1.59,58.31,15.39
2017,10,10,6,1.71,55.12,15.57
2017,10,10,7,2.16,45.25,18.15
2017,10,10,8,2.58,42.56,20.28
2017,10,10,9,3.06,38.5,22.33
2017,10,10,10,3.4,36.88,23.36
2017,10,10,11,3.56,37.31,23.78
2017,10,10,12,3.64,39.06,23.76
2017,10,10,13,3.67,41.5,23.38
2017,10,10,14,3.58,45.0,22.64
2017,10,10,15,3.42,49.25,21.58
2017,10,10,16,3.29,55.06,20.03
2017,10,10,17,2.69,68.12,17.8
2017,10,10,18,2.34,80.19,16.35
2017,10,10,19,1.94,85.62,15.77
2017,10,10,20,1.61,87.81,15.44
2017,10,10,21,1.39,87.31,15.4
2017,10,10,22,1.34,87.44,15.19
2017,10,10,23,1.38,87.56,14.99
2017,10,11,0,1.44,87.38,14.87
2017,10,11,1,1.5,86.75,14.77
2017,10,11,2,1.49,85.44,14.64
2017,10,11,3,1.56,84.06,14.48
2017,10,11,4,1.58,81.56,14.4
2017,10,11,5,1.47,76.69,14.51
2017,10,11,6,1.34,69.31,15.05
2017,10,11,7,1.43,59.5,16.8
2017,10,11,8,1.45,51.56,18.63
2017,10,11,9,2.13,47.75,20.05
2017,10,11,10,2.89,46.12,20.85
2017,10,11,11,3.18,43.56,21.5
2017,10,11,12,3.22,42.25,21.7
2017,10,11,13,3.18,42.0,21.72
2017,10,11,14,3.07,43.06,21.53
2017,10,11,15,3.11,44.94,21.01
2017,10,11,16,3.28,48.62,20.03
2017,10,11,17,2.94,58.62,17.9
2017,10,11,18,2.82,69.56,16.19
2017,10,11,19,2.91,72.5,15.91
2017,10,11,20,2.92,71.75,16.12
2017,10,11,21,3.43,68.38,16.48
2017,10,11,22,3.86,64.0,16.43
2017,10,11,23,4.04,58.25,16.1
2017,10,12,0,4.42,49.88,15.87
2017,10,12,1,4.41,45.62,15.4
2017,10,12,2,4.34,44.19,14.88
2017,10,12,3,4.15,45.56,14.37
2017,10,12,4,3.87,48.81,13.85
2017,10,12,5,3.6,52.94,13.34
2017,10,12,6,3.6,56.5,13.17
2017,10,12,7,4.1,54.25,14.76
2017,10,12,8,4.0,48.25,16.87
2017,10,12,9,3.34,40.19,19.26
2017,10,12,10,2.41,38.62,21.0
2017,10,12,11,2.25,32.56,22.43
2017,10,12,12,2.53,29.5,23.37
2017,10,12,13,2.97,28.5,23.77
2017,10,12,14,3.41,28.38,23.7
2017,10,12,15,3.73,29.56,23.15
2017,10,12,16,3.93,32.5,21.94
2017,10,12,17,3.53,38.94,19.17
2017,10,12,18,4.19,39.5,17.3
2017,10,12,19,4.65,38.44,16.48
2017,10,12,20,4.65,38.75,15.66
2017,10,12,21,4.83,38.88,15.09
2017,10,12,22,4.94,39.5,14.65
2017,10,12,23,5.07,38.94,14.53
2017,10,13,0,4.61,41.75,13.89
