Date,Air Temp (F),Rel Hum (%),Wind Speed (mph),FWI
2016-01-03 22:00:00,46.742,75.12,4.16082,4.480824253595399
2016-01-03 23:00:00,46.346000000000004,78.0,4.11608,4.023609254202616
2016-01-04 00:00:00,45.914,82.56,3.98186,3.2499107111588317
2016-01-04 01:00:00,45.428,84.88,4.83192,3.4994176887525086
2016-01-04 02:00:00,44.42,84.81,7.404470000000001,5.299660139412837
2016-01-04 03:00:00,43.016,87.5,9.50725,5.847417239374959
2016-01-04 04:00:00,42.944,87.69,9.82043,5.9705622844347195
2016-01-04 05:00:00,43.538,87.75,9.82043,5.962995548343101
2016-01-04 06:00:00,44.24,88.25,9.77569,5.7791547990706595
2016-01-04 07:00:00,44.816,88.38,9.95465,5.851116735575864
2016-01-04 08:00:00,46.094,87.19,10.491530000000001,6.634843863643204
2016-01-04 09:00:00,47.84,85.19,10.2902,7.277922333498235
2016-01-04 10:00:00,49.208,84.62,9.88754,7.22713651636777
2016-01-04 11:00:00,49.658,85.5,8.47823,5.952745498090292
2016-01-04 12:00:00,50.09,85.75,6.88996,4.80028181744044
2016-01-04 13:00:00,50.792,85.44,5.72672,4.081328918839836
2016-01-04 14:00:00,51.403999999999996,85.06,5.27932,3.8520542420598436
2016-01-04 15:00:00,51.367999999999995,86.62,4.67533,3.163854966491207
2016-01-04 16:00:00,49.730000000000004,92.75,3.0870599999999997,1.4350281459956626
2016-01-04 17:00:00,48.812,95.06,3.22128,1.2124461036053156
2016-01-04 18:00:00,48.614000000000004,96.06,3.46735,1.1696307801158807
2016-01-04 19:00:00,48.182,97.56,3.40024,0.9598087467223673
2016-01-04 20:00:00,47.714,98.94,3.19891,0.7424371556983775
2016-01-04 21:00:00,47.372,99.94,3.0870599999999997,0.6024757936972318
2016-01-04 22:00:00,47.354,100.0,2.99758,0.5798954594997977
2016-01-04 23:00:00,47.408,100.0,2.9081,0.5646767883802694
2016-01-05 00:00:00,47.444,100.0,2.95284,0.5726776011772852
2016-01-05 01:00:00,47.39,100.0,3.04232,0.5879215796323513
2016-01-05 02:00:00,47.39,100.0,3.1318,0.6035491226452769
2016-01-05 03:00:00,47.822,100.0,3.31076,0.6379323493938523
2016-01-05 04:00:00,48.182,100.0,3.6239400000000006,0.6961580723960745
2016-01-05 05:00:00,48.344,100.0,4.138450000000001,0.789798220723776
2016-01-05 06:00:00,49.244,100.0,5.010880000000001,0.9571372815662637
2016-01-05 07:00:00,50.629999999999995,98.94,6.73337,1.548101075986524
2016-01-05 08:00:00,52.25,94.19,10.26783,4.096859258214626
2016-01-05 09:00:00,52.754,89.44,12.41535,7.040949545211888
2016-01-05 10:00:00,53.474000000000004,86.19,13.377260000000001,9.146556817212119
2016-01-05 11:00:00,54.032,86.19,13.95888,9.560295902045477
2016-01-05 12:00:00,54.122,89.06,14.29443,8.336589675209197
2016-01-05 13:00:00,54.284000000000006,91.62,14.56287,7.17856829345126
2016-01-05 14:00:00,54.391999999999996,93.94,14.160210000000001,5.826205241727254
