YEAR,MO,DY,HR,WS2M,RH2M,T2M
2017,3,29,19,0.44,97.81,11.19
2017,3,29,20,0.48,97.44,10.87
2017,3,29,21,0.54,97.62,10.61
2017,3,29,22,0.56,97.81,10.53
2017,3,29,23,0.58,98.06,10.48
2017,3,30,0,0.66,97.75,10.27
2017,3,30,1,0.76,97.31,9.44
2017,3,30,2,0.84,97.0,8.3
2017,3,30,3,0.89,96.56,7.15
2017,3,30,4,0.84,96.44,6.45
2017,3,30,5,0.84,95.94,6.21
2017,3,30,6,0.83,94.19,6.23
2017,3,30,7,0.82,88.75,6.98
2017,3,30,8,0.85,77.94,8.51
2017,3,30,9,0.8,65.0,10.42
2017,3,30,10,0.68,54.88,12.2
2017,3,30,11,0.65,48.56,13.56
2017,3,30,12,0.63,46.44,14.32
2017,3,30,13,0.63,46.56,14.68
2017,3,30,14,0.66,48.25,14.63
2017,3,30,15,0.72,51.56,14.16
2017,3,30,16,0.74,57.81,13.18
2017,3,30,17,0.74,70.44,11.34
2017,3,30,18,0.77,84.94,8.55
2017,3,30,19,0.77,85.5,7.55
2017,3,30,20,0.73,84.69,7.01
2017,3,30,21,0.67,90.12,5.9
2017,3,30,22,0.65,92.12,5.24
2017,3,30,23,0.67,91.12,4.95
2017,3,31,0,0.66,90.56,4.65
2017,3,31,1,0.68,89.88,4.4
2017,3,31,2,0.64,92.81,3.72
2017,3,31,3,0.59,93.69,3.32
2017,3,31,4,0.59,90.62,3.33
2017,3,31,5,0.58,92.75,2.57
2017,3,31,6,0.6,86.5,3.7
2017,3,31,7,0.51,75.38,6.48
2017,3,31,8,0.54,62.25,9.86
2017,3,31,9,0.57,51.25,12.46
2017,3,31,10,0.56,45.94,14.29
2017,3,31,11,0.52,42.94,15.77
2017,3,31,12,0.49,42.12,16.88
2017,3,31,13,0.46,43.5,17.48
2017,3,31,14,0.44,46.5,17.55
2017,3,31,15,0.42,51.81,17.17
2017,3,31,16,0.42,61.31,16.09
2017,3,31,17,0.46,77.0,13.98
2017,3,31,18,0.54,86.19,10.78
2017,3,31,19,0.6,86.56,9.89
2017,3,31,20,0.63,83.19,9.85
2017,3,31,21,0.64,81.75,9.51
2017,3,31,22,0.63,83.81,8.78
2017,3,31,23,0.63,85.5,8.24
2017,4,1,0,0.65,84.0,8.09
2017,4,1,1,0.64,82.81,7.94
2017,4,1,2,0.64,83.12,7.63
2017,4,1,3,0.63,81.62,7.61
2017,4,1,4,0.62,80.88,7.55
2017,4,1,5,0.6,80.19,7.76
2017,4,1,6,0.58,78.19,8.73
2017,4,1,7,0.46,70.69,11.41
2017,4,1,8,0.31,66.5,14.23
2017,4,1,9,0.27,58.88,16.74
2017,4,1,10,0.22,53.56,18.8
2017,4,1,11,0.24,50.19,20.37
2017,4,1,12,0.27,48.75,21.33
2017,4,1,13,0.31,49.25,21.71
2017,4,1,14,0.34,51.94,21.65
2017,4,1,15,0.34,57.12,21.19
2017,4,1,16,0.36,61.81,20.8
2017,4,1,17,0.48,78.56,18.3
2017,4,1,18,0.75,85.31,15.44
2017,4,1,19,0.76,89.69,13.69
2017,4,1,20,0.74,92.12,12.86
2017,4,1,21,0.76,92.25,12.46
2017,4,1,22,0.82,91.12,12.26
2017,4,1,23,0.88,90.31,12.0
2017,4,2,0,0.87,90.81,11.64
2017,4,2,1,0.83,90.69,11.38
2017,4,2,2,0.81,90.5,11.05
2017,4,2,3,0.76,91.31,10.58
2017,4,2,4,0.73,93.19,9.73
2017,4,2,5,0.79,93.5,9.12
2017,4,2,6,0.51,92.38,10.32
2017,4,2,7,0.32,78.44,13.71
2017,4,2,8,0.31,71.06,15.65
2017,4,2,9,0.34,64.0,17.78
2017,4,2,10,0.28,57.31,19.59
2017,4,2,11,0.22,50.56,20.68
2017,4,2,12,0.22,44.44,21.01
2017,4,2,13,0.26,40.88,20.92
2017,4,2,14,0.3,41.5,20.63
2017,4,2,15,0.31,44.31,20.69
2017,4,2,16,0.35,42.12,20.21
2017,4,2,17,0.42,65.44,16.71
2017,4,2,18,0.69,83.25,12.73
2017,4,2,19,0.66,86.25,11.3
2017,4,2,20,0.73,87.69,10.64
2017,4,2,21,0.77,87.88,9.83
2017,4,2,22,0.78,84.5,8.99
2017,4,2,23,0.76,81.44,7.99
2017,4,3,0,0.7,87.81,6.34
2017,4,3,1,0.7,90.5,5.6
2017,4,3,2,0.7,89.19,5.61
2017,4,3,3,0.68,91.38,4.96
2017,4,3,4,0.68,91.62,4.41
2017,4,3,5,0.67,90.88,3.85
2017,4,3,6,0.63,80.94,5.13
2017,4,3,7,0.49,66.44,8.08
2017,4,3,8,0.38,59.0,11.08
2017,4,3,9,0.37,49.06,13.58
2017,4,3,10,0.31,43.81,14.99
2017,4,3,11,0.27,40.5,16.2
2017,4,3,12,0.24,38.38,17.37
2017,4,3,13,0.23,37.31,18.19
2017,4,3,14,0.26,38.44,18.34
2017,4,3,15,0.3,43.19,17.75
2017,4,3,16,0.37,53.94,16.53
2017,4,3,17,0.38,71.12,14.22
2017,4,3,18,0.72,85.25,10.82
2017,4,3,19,0.71,90.06,9.43
2017,4,3,20,0.81,91.19,8.38
2017,4,3,21,0.84,89.38,8.27
2017,4,3,22,0.84,84.62,9.19
2017,4,3,23,0.98,76.94,9.42
2017,4,4,0,0.99,71.0,9.73
2017,4,4,1,1.02,79.19,8.76
2017,4,4,2,0.64,90.12,7.37
2017,4,4,3,0.57,90.81,7.4
2017,4,4,4,0.49,88.12,7.65
2017,4,4,5,0.5,84.62,7.38
2017,4,4,6,0.65,80.75,8.83
2017,4,4,7,0.37,72.5,11.97
2017,4,4,8,0.27,51.75,14.44
2017,4,4,9,0.24,47.75,16.35
2017,4,4,10,0.2,45.31,17.51
2017,4,4,11,0.14,43.38,18.94
2017,4,4,12,0.14,43.94,19.62
2017,4,4,13,0.2,49.75,18.46
2017,4,4,14,0.28,61.31,16.47
2017,4,4,15,0.24,67.69,15.59
2017,4,4,16,0.21,69.5,15.24
2017,4,4,17,0.22,79.12,13.88
2017,4,4,18,0.29,94.31,11.3
2017,4,4,19,0.38,96.94,10.15
2017,4,4,20,0.44,96.06,9.64
2017,4,4,21,0.45,93.06,8.94
2017,4,4,22,0.38,87.0,8.58
2017,4,4,23,0.25,80.5,8.5
2017,4,5,0,0.17,75.38,8.48
2017,4,5,1,0.31,72.94,8.23
2017,4,5,2,0.25,73.44,7.85
2017,4,5,3,0.17,74.81,7.51
2017,4,5,4,0.26,73.81,7.58
2017,4,5,5,0.28,71.31,7.78
2017,4,5,6,0.31,73.5,8.44
2017,4,5,7,0.12,81.5,10.12
2017,4,5,8,0.13,57.5,12.01
2017,4,5,9,0.17,52.56,13.08
2017,4,5,10,0.18,52.5,13.73
2017,4,5,11,0.18,52.81,14.03
2017,4,5,12,0.19,54.5,14.03
2017,4,5,13,0.2,57.38,13.79
2017,4,5,14,0.19,62.12,13.29
2017,4,5,15,0.16,68.75,12.69
2017,4,5,16,0.13,77.38,11.95
2017,4,5,17,0.16,88.06,10.52
2017,4,5,18,0.26,86.88,9.11
2017,4,5,19,0.33,85.0,8.55
2017,4,5,20,0.34,86.19,8.23
2017,4,5,21,0.31,87.94,8.07
2017,4,5,22,0.29,91.75,7.8
2017,4,5,23,0.27,92.62,8.03
2017,4,6,0,0.34,89.69,8.15
2017,4,6,1,0.41,89.94,7.98
2017,4,6,2,0.42,91.25,7.9
2017,4,6,3,0.48,93.12,7.97
2017,4,6,4,0.46,96.44,7.73
2017,4,6,5,0.46,98.06,7.59
2017,4,6,6,0.48,97.06,8.0
2017,4,6,7,0.49,96.06,8.02
2017,4,6,8,0.53,93.69,7.74
2017,4,6,9,0.57,90.56,7.62
2017,4,6,10,0.59,88.25,7.8
2017,4,6,11,0.6,86.5,8.09
2017,4,6,12,0.61,86.75,8.4
2017,4,6,13,0.66,88.19,8.76
2017,4,6,14,0.73,91.25,8.84
2017,4,6,15,0.78,94.31,8.86
2017,4,6,16,0.87,95.62,8.96
2017,4,6,17,0.97,96.19,8.94
2017,4,6,18,1.08,96.38,8.55
2017,4,6,19,1.2,96.56,8.44
2017,4,6,20,1.23,97.19,9.17
2017,4,6,21,1.09,98.0,10.16
2017,4,6,22,0.92,98.56,10.59
2017,4,6,23,0.83,97.94,10.28
2017,4,7,0,0.74,97.0,8.88
2017,4,7,1,0.65,97.31,7.95
2017,4,7,2,0.59,97.38,7.58
2017,4,7,3,0.56,97.56,7.4
2017,4,7,4,0.53,97.88,7.3
2017,4,7,5,0.5,98.62,7.05
2017,4,7,6,0.45,97.62,7.46
2017,4,7,7,0.4,94.56,8.58
2017,4,7,8,0.43,88.06,9.62
2017,4,7,9,0.48,75.81,10.94
2017,4,7,10,0.51,65.31,12.07
2017,4,7,11,0.53,62.44,12.6
2017,4,7,12,0.53,62.62,12.79
2017,4,7,13,0.55,65.31,12.41
2017,4,7,14,0.59,69.88,11.73
2017,4,7,15,0.63,75.81,10.76
2017,4,7,16,0.6,84.06,9.67
2017,4,7,17,0.6,91.56,8.8
2017,4,7,18,0.63,96.38,8.18
2017,4,7,19,0.63,96.94,7.73
2017,4,7,20,0.56,97.25,6.8
2017,4,7,21,0.54,96.69,5.56
2017,4,7,22,0.51,96.25,4.33
2017,4,7,23,0.48,96.88,3.54
2017,4,8,0,0.5,97.0,3.04
2017,4,8,1,0.49,97.81,2.7
2017,4,8,2,0.46,97.5,2.97
2017,4,8,3,0.43,97.5,3.21
2017,4,8,4,0.42,97.31,3.4
2017,4,8,5,0.39,97.31,3.6
2017,4,8,6,0.36,97.31,3.94
2017,4,8,7,0.35,96.56,4.2
2017,4,8,8,0.31,95.31,4.41
2017,4,8,9,0.27,93.38,4.87
2017,4,8,10,0.24,88.88,5.76
2017,4,8,11,0.25,81.81,6.76
2017,4,8,12,0.28,73.25,8.05
2017,4,8,13,0.33,68.06,8.97
2017,4,8,14,0.39,64.94,9.58
2017,4,8,15,0.43,62.12,9.96
2017,4,8,16,0.43,61.88,9.73
2017,4,8,17,0.4,70.94,8.63
2017,4,8,18,0.61,87.69,6.05
2017,4,8,19,0.69,94.5,4.34
2017,4,8,20,0.62,99.62,3.44
2017,4,8,21,0.58,100.0,2.65
2017,4,8,22,0.55,100.0,2.21
2017,4,8,23,0.44,100.0,2.26
2017,4,9,0,0.35,100.0,2.3
2017,4,9,1,0.45,100.0,2.22
2017,4,9,2,0.48,98.81,2.37
2017,4,9,3,0.41,100.0,1.87
2017,4,9,4,0.32,100.0,1.91
2017,4,9,5,0.27,96.25,2.46
2017,4,9,6,0.2,94.25,2.93
2017,4,9,7,0.14,85.31,4.83
2017,4,9,8,0.04,64.31,7.84
2017,4,9,9,0.17,51.62,9.94
2017,4,9,10,0.28,47.19,11.24
2017,4,9,11,0.36,45.56,12.05
2017,4,9,12,0.42,45.94,12.43
2017,4,9,13,0.45,46.88,12.45
2017,4,9,14,0.47,47.69,12.14
2017,4,9,15,0.48,49.81,11.31
2017,4,9,16,0.47,54.25,10.11
2017,4,9,17,0.44,63.19,8.5
2017,4,9,18,0.42,82.38,6.12
2017,4,9,19,0.41,91.0,5.12
2017,4,9,20,0.34,93.62,5.23
2017,4,9,21,0.37,93.56,5.74
2017,4,9,22,0.38,95.56,6.29
2017,4,9,23,0.38,98.0,6.68
2017,4,10,0,0.4,98.69,7.08
2017,4,10,1,0.41,99.0,7.42
2017,4,10,2,0.36,99.25,7.48
2017,4,10,3,0.32,99.38,7.15
2017,4,10,4,0.31,99.12,6.87
2017,4,10,5,0.29,98.44,6.16
2017,4,10,6,0.26,97.06,6.06
2017,4,10,7,0.22,92.0,7.14
2017,4,10,8,0.21,78.81,8.84
2017,4,10,9,0.17,62.62,10.86
2017,4,10,10,0.18,54.31,12.52
2017,4,10,11,0.25,50.94,13.62
2017,4,10,12,0.31,50.12,14.1
2017,4,10,13,0.36,50.81,14.15
2017,4,10,14,0.38,52.88,13.52
2017,4,10,15,0.38,57.12,12.31
2017,4,10,16,0.33,64.38,10.76
2017,4,10,17,0.25,77.31,9.27
2017,4,10,18,0.29,90.75,7.78
2017,4,10,19,0.34,94.0,7.07
2017,4,10,20,0.4,94.44,6.81
2017,4,10,21,0.52,92.81,6.8
2017,4,10,22,0.52,85.12,7.4
2017,4,10,23,0.1,74.25,8.21
2017,4,11,0,0.63,74.62,7.9
2017,4,11,1,0.69,81.25,7.02
2017,4,11,2,0.54,86.12,6.54
2017,4,11,3,0.51,88.62,6.27
2017,4,11,4,0.58,89.12,6.22
2017,4,11,5,0.6,92.94,5.85
2017,4,11,6,0.48,95.88,6.17
2017,4,11,7,0.5,93.5,7.8
2017,4,11,8,0.56,91.19,8.98
2017,4,11,9,0.66,88.31,9.9
2017,4,11,10,0.72,87.19,10.37
2017,4,11,11,0.75,87.0,10.57
2017,4,11,12,0.77,88.0,10.64
2017,4,11,13,0.78,90.44,10.61
2017,4,11,14,0.75,93.38,10.58
2017,4,11,15,0.71,95.5,10.65
2017,4,11,16,0.7,96.94,10.74
2017,4,11,17,0.65,97.81,10.74
2017,4,11,18,0.62,98.19,10.55
2017,4,11,19,0.56,98.38,10.18
2017,4,11,20,0.52,98.44,9.8
2017,4,11,21,0.49,98.5,9.42
2017,4,11,22,0.44,98.62,9.05
2017,4,11,23,0.4,98.81,8.63
2017,4,12,0,0.35,99.0,8.4
2017,4,12,1,0.34,99.0,8.32
2017,4,12,2,0.33,98.94,8.21
2017,4,12,3,0.34,98.94,8.05
2017,4,12,4,0.34,99.0,7.87
2017,4,12,5,0.35,99.06,7.8
2017,4,12,6,0.36,99.0,7.9
2017,4,12,7,0.39,98.56,8.23
2017,4,12,8,0.45,97.56,8.63
2017,4,12,9,0.51,95.62,9.25
2017,4,12,10,0.57,91.94,10.01
2017,4,12,11,0.63,85.88,10.93
2017,4,12,12,0.66,81.12,11.45
2017,4,12,13,0.67,78.44,11.77
2017,4,12,14,0.68,77.56,11.83
2017,4,12,15,0.71,79.38,11.41
2017,4,12,16,0.7,85.81,10.46
2017,4,12,17,0.63,92.44,9.51
2017,4,12,18,0.56,95.62,8.77
2017,4,12,19,0.52,96.94,8.4
2017,4,12,20,0.47,97.75,8.34
2017,4,12,21,0.43,98.25,8.39
2017,4,12,22,0.43,98.38,8.26
2017,4,12,23,0.42,98.25,7.8
2017,4,13,0,0.4,98.44,6.9
2017,4,13,1,0.42,98.88,5.86
2017,4,13,2,0.37,100.0,5.11
2017,4,13,3,0.38,100.0,5.07
2017,4,13,4,0.36,99.81,5.96
2017,4,13,5,0.34,99.25,6.64
2017,4,13,6,0.31,99.0,7.12
2017,4,13,7,0.35,98.38,7.66
2017,4,13,8,0.44,96.44,7.93
2017,4,13,9,0.52,93.56,7.94
2017,4,13,10,0.58,91.19,7.75
2017,4,13,11,0.63,90.06,7.46
2017,4,13,12,0.7,89.0,7.22
2017,4,13,13,0.75,84.44,7.76
2017,4,13,14,0.79,75.31,8.92
2017,4,13,15,0.81,69.69,9.09
2017,4,13,16,0.79,69.75,8.38
2017,4,13,17,0.73,74.0,7.29
2017,4,13,18,0.62,84.12,5.86
2017,4,13,19,0.57,91.69,5.1
2017,4,13,20,0.55,92.56,4.99
2017,4,13,21,0.55,94.5,4.65
2017,4,13,22,0.55,95.38,4.44
2017,4,13,23,0.55,94.25,4.41
2017,4,14,0,0.54,94.12,4.23
2017,4,14,1,0.51,94.12,4.0
2017,4,14,2,0.51,94.94,3.67
2017,4,14,3,0.51,98.5,2.97
2017,4,14,4,0.52,100.0,2.18
2017,4,14,5,0.53,100.0,2.33
2017,4,14,6,0.49,93.5,3.62
2017,4,14,7,0.5,81.25,5.74
2017,4,14,8,0.51,65.06,8.08
2017,4,14,9,0.47,53.5,9.94
2017,4,14,10,0.42,46.88,11.42
2017,4,14,11,0.42,43.94,12.52
2017,4,14,12,0.45,43.38,13.2
2017,4,14,13,0.52,44.56,13.39
2017,4,14,14,0.58,46.81,13.12
2017,4,14,15,0.61,50.06,12.5
2017,4,14,16,0.61,55.0,11.57
2017,4,14,17,0.59,64.88,10.12
2017,4,14,18,0.57,83.75,7.44
2017,4,14,19,0.59,92.25,5.76
2017,4,14,20,0.59,94.0,5.23
2017,4,14,21,0.59,94.31,4.8
2017,4,14,22,0.56,95.62,4.23
2017,4,14,23,0.54,96.0,3.79
2017,4,15,0,0.56,94.81,3.48
2017,4,15,1,0.75,92.19,3.26
2017,4,15,2,0.89,89.75,3.07
2017,4,15,3,0.97,87.5,2.86
2017,4,15,4,1.01,84.38,3.01
2017,4,15,5,0.98,81.12,3.79
2017,4,15,6,0.73,83.06,5.54
2017,4,15,7,0.33,74.12,8.07
2017,4,15,8,0.24,62.38,9.92
2017,4,15,9,0.14,51.06,12.19
2017,4,15,10,0.07,45.38,13.72
2017,4,15,11,0.01,43.19,14.82
2017,4,15,12,0.05,43.19,15.22
2017,4,15,13,0.08,46.38,14.8
2017,4,15,14,0.11,50.94,14.27
2017,4,15,15,0.14,54.06,14.08
2017,4,15,16,0.15,57.56,13.72
2017,4,15,17,0.16,69.31,12.73
2017,4,15,18,0.46,81.5,10.46
2017,4,15,19,0.5,78.5,9.89
2017,4,15,20,0.29,76.81,10.01
2017,4,15,21,0.17,75.12,10.17
2017,4,15,22,0.59,75.88,9.87
2017,4,15,23,0.89,79.62,8.99
2017,4,16,0,0.93,84.19,8.16
2017,4,16,1,0.82,87.88,7.69
2017,4,16,2,0.8,90.56,7.3
2017,4,16,3,0.77,89.94,7.37
2017,4,16,4,0.81,89.56,6.9
2017,4,16,5,0.78,93.94,6.03
2017,4,16,6,0.43,93.56,7.2
2017,4,16,7,0.32,82.94,8.95
2017,4,16,8,0.44,75.25,9.26
2017,4,16,9,0.53,78.44,8.08
2017,4,16,10,0.57,84.69,6.83
2017,4,16,11,0.58,89.5,7.02
2017,4,16,12,0.6,92.88,7.3
2017,4,16,13,0.58,94.38,7.73
2017,4,16,14,0.53,95.38,8.11
2017,4,16,15,0.49,96.5,8.37
2017,4,16,16,0.43,97.38,8.63
2017,4,16,17,0.38,98.06,8.78
2017,4,16,18,0.35,98.81,8.58
2017,4,16,19,0.33,99.25,8.4
2017,4,16,20,0.31,99.25,8.45
2017,4,16,21,0.29,99.31,8.38
2017,4,16,22,0.26,99.19,8.26
2017,4,16,23,0.24,98.44,7.98
2017,4,17,0,0.19,98.5,7.67
2017,4,17,1,0.33,98.12,7.3
2017,4,17,2,0.33,98.38,7.05
2017,4,17,3,0.3,98.69,6.87
2017,4,17,4,0.22,98.56,6.92
2017,4,17,5,0.28,97.19,6.88
2017,4,17,6,0.22,95.94,7.11
2017,4,17,7,0.26,98.12,7.69
2017,4,17,8,0.28,89.25,9.08
2017,4,17,9,0.32,72.62,10.86
2017,4,17,10,0.34,63.81,12.04
2017,4,17,11,0.33,62.19,12.84
2017,4,17,12,0.31,61.94,13.65
2017,4,17,13,0.34,59.12,14.9
2017,4,17,14,0.37,58.56,15.12
2017,4,17,15,0.39,62.5,14.5
2017,4,17,16,0.39,68.69,13.49
2017,4,17,17,0.36,78.31,11.99
2017,4,17,18,0.31,89.56,10.48
2017,4,17,19,0.3,95.31,9.7
2017,4,17,20,0.28,97.62,9.43
2017,4,17,21,0.27,98.5,9.34
2017,4,17,22,0.26,99.0,9.27
2017,4,17,23,0.26,99.25,9.25
2017,4,18,0,0.27,99.31,9.33
2017,4,18,1,0.28,99.38,9.37
2017,4,18,2,0.33,99.5,9.33
2017,4,18,3,0.35,99.56,9.16
2017,4,18,4,0.35,99.69,8.89
2017,4,18,5,0.37,99.62,8.68
2017,4,18,6,0.34,98.81,9.06
2017,4,18,7,0.29,97.31,9.55
2017,4,18,8,0.22,92.0,10.76
2017,4,18,9,0.17,77.56,12.83
2017,4,18,10,0.19,61.19,14.82
2017,4,18,11,0.23,53.5,15.94
2017,4,18,12,0.29,51.38,16.37
2017,4,18,13,0.37,51.56,16.3
2017,4,18,14,0.43,53.19,15.71
2017,4,18,15,0.46,56.31,14.7
2017,4,18,16,0.46,61.38,13.35
2017,4,18,17,0.43,69.0,11.71
2017,4,18,18,0.38,84.62,9.32
2017,4,18,19,0.47,98.56,6.94
2017,4,18,20,0.53,100.0,6.46
2017,4,18,21,0.56,100.0,6.0
2017,4,18,22,0.6,100.0,5.55
2017,4,18,23,0.59,100.0,5.4
2017,4,19,0,0.55,100.0,5.07
2017,4,19,1,0.48,100.0,5.3
2017,4,19,2,0.52,100.0,5.19
2017,4,19,3,0.56,100.0,5.28
2017,4,19,4,0.64,100.0,4.99
2017,4,19,5,0.51,100.0,5.23
2017,4,19,6,0.31,97.62,6.81
2017,4,19,7,0.24,89.19,8.98
2017,4,19,8,0.32,79.81,10.69
2017,4,19,9,0.36,75.0,11.69
2017,4,19,10,0.38,74.31,12.12
2017,4,19,11,0.41,74.88,12.33
2017,4,19,12,0.45,72.88,13.19
2017,4,19,13,0.54,70.5,13.71
2017,4,19,14,0.61,74.31,12.82
2017,4,19,15,0.62,82.5,11.6
2017,4,19,16,0.57,90.12,10.63
2017,4,19,17,0.54,93.75,9.9
2017,4,19,18,0.51,96.25,9.27
2017,4,19,19,0.48,97.12,8.83
2017,4,19,20,0.4,97.62,8.51
2017,4,19,21,0.4,98.25,8.03
2017,4,19,22,0.48,98.19,7.63
2017,4,19,23,0.41,98.56,7.46
2017,4,20,0,0.32,98.81,7.45
2017,4,20,1,0.31,98.81,7.35
2017,4,20,2,0.34,98.81,7.23
2017,4,20,3,0.39,98.81,7.02
2017,4,20,4,0.43,98.69,6.78
2017,4,20,5,0.45,98.75,6.39
2017,4,20,6,0.43,96.81,7.41
2017,4,20,7,0.41,91.0,8.62
2017,4,20,8,0.41,75.0,10.25
2017,4,20,9,0.39,58.31,12.27
2017,4,20,10,0.34,49.62,14.14
2017,4,20,11,0.26,45.94,15.6
2017,4,20,12,0.27,44.31,16.5
2017,4,20,13,0.36,44.88,16.76
2017,4,20,14,0.42,46.75,16.62
2017,4,20,15,0.44,49.75,16.18
2017,4,20,16,0.46,55.0,15.37
2017,4,20,17,0.45,67.38,14.1
2017,4,20,18,0.55,86.38,11.22
2017,4,20,19,0.64,93.44,9.05
2017,4,20,20,0.6,96.38,8.27
2017,4,20,21,0.53,98.38,7.71
2017,4,20,22,0.51,98.25,7.45
2017,4,20,23,0.49,96.88,7.35
2017,4,21,0,0.63,94.31,7.16
2017,4,21,1,0.78,92.06,6.73
2017,4,21,2,0.85,89.69,6.1
2017,4,21,3,1.05,84.06,5.98
2017,4,21,4,1.22,78.38,6.09
2017,4,21,5,1.3,73.31,6.46
2017,4,21,6,0.74,81.69,8.48
2017,4,21,7,0.29,66.69,12.17
2017,4,21,8,0.22,55.12,14.36
2017,4,21,9,0.19,43.69,16.77
2017,4,21,10,0.12,39.31,18.55
2017,4,21,11,0.09,36.69,19.97
2017,4,21,12,0.09,36.06,20.94
2017,4,21,13,0.11,36.5,21.48
2017,4,21,14,0.14,40.06,21.2
2017,4,21,15,0.15,46.5,20.37
2017,4,21,16,0.16,51.06,19.91
2017,4,21,17,0.16,55.5,18.52
2017,4,21,18,0.46,83.94,14.02
2017,4,21,19,0.54,93.38,10.9
2017,4,21,20,0.44,96.25,9.93
2017,4,21,21,0.43,97.75,8.93
2017,4,21,22,0.44,96.88,8.11
2017,4,21,23,0.46,91.25,7.25
2017,4,22,0,0.29,79.06,6.74
2017,4,22,1,0.12,69.31,6.42
2017,4,22,2,0.19,68.75,6.44
2017,4,22,3,0.34,78.12,6.9
2017,4,22,4,0.45,87.5,7.84
2017,4,22,5,0.42,93.44,8.34
2017,4,22,6,0.35,95.94,9.26
2017,4,22,7,0.33,91.12,10.76
2017,4,22,8,0.31,78.88,12.54
2017,4,22,9,0.3,64.0,14.67
2017,4,22,10,0.38,56.0,15.76
2017,4,22,11,0.49,53.94,15.79
2017,4,22,12,0.55,55.94,14.93
2017,4,22,13,0.51,57.88,14.63
2017,4,22,14,0.51,61.06,13.95
2017,4,22,15,0.52,68.81,12.62
2017,4,22,16,0.49,76.31,11.65
2017,4,22,17,0.49,82.06,10.94
2017,4,22,18,0.47,89.31,9.94
2017,4,22,19,0.5,97.06,8.3
2017,4,22,20,0.52,98.44,7.85
2017,4,22,21,0.52,98.44,7.57
2017,4,22,22,0.52,96.44,7.62
2017,4,22,23,0.53,96.0,7.7
2017,4,23,0,0.52,96.56,7.81
2017,4,23,1,0.55,96.38,7.84
2017,4,23,2,0.55,96.44,7.79
2017,4,23,3,0.56,96.94,7.62
2017,4,23,4,0.57,97.12,7.43
2017,4,23,5,0.57,98.0,7.06
2017,4,23,6,0.57,93.06,7.69
2017,4,23,7,0.56,82.44,9.24
2017,4,23,8,0.54,69.12,11.53
2017,4,23,9,0.52,59.88,13.58
2017,4,23,10,0.5,55.31,15.08
2017,4,23,11,0.53,53.88,15.94
2017,4,23,12,0.56,54.31,16.25
2017,4,23,13,0.59,57.31,15.52
2017,4,23,14,0.65,60.38,15.02
2017,4,23,15,0.73,63.25,14.55
2017,4,23,16,0.74,67.88,13.19
2017,4,23,17,0.7,76.44,11.13
2017,4,23,18,0.65,85.19,9.4
2017,4,23,19,0.63,90.94,8.42
2017,4,23,20,0.6,92.44,8.15
2017,4,23,21,0.59,92.75,8.05
2017,4,23,22,0.57,93.0,7.94
2017,4,23,23,0.56,93.19,7.86
2017,4,24,0,0.5,93.69,7.74
2017,4,24,1,0.49,94.31,7.48
2017,4,24,2,0.48,95.88,7.37
2017,4,24,3,0.49,96.94,7.38
2017,4,24,4,0.51,97.62,7.54
2017,4,24,5,0.5,97.88,7.76
2017,4,24,6,0.51,97.88,8.13
2017,4,24,7,0.53,96.88,8.83
2017,4,24,8,0.55,95.56,9.38
2017,4,24,9,0.55,94.31,9.89
2017,4,24,10,0.56,92.38,10.47
2017,4,24,11,0.58,90.44,10.96
2017,4,24,12,0.63,87.38,11.56
2017,4,24,13,0.65,81.0,12.06
2017,4,24,14,0.66,76.44,11.84
2017,4,24,15,0.63,71.94,11.95
2017,4,24,16,0.66,70.88,11.67
2017,4,24,17,0.64,77.19,10.17
2017,4,24,18,0.6,86.25,8.75
2017,4,24,19,0.62,92.5,8.04
2017,4,24,20,0.61,94.19,7.87
2017,4,24,21,0.62,95.56,7.6
2017,4,24,22,0.6,96.25,7.37
2017,4,24,23,0.56,96.69,7.24
2017,4,25,0,0.52,96.62,7.23
2017,4,25,1,0.51,96.5,7.21
2017,4,25,2,0.53,96.25,7.23
2017,4,25,3,0.5,96.25,7.21
2017,4,25,4,0.46,96.31,7.15
2017,4,25,5,0.43,95.94,7.25
2017,4,25,6,0.38,94.56,7.75
2017,4,25,7,0.37,92.5,8.36
2017,4,25,8,0.46,79.25,10.78
2017,4,25,9,0.5,71.06,12.66
2017,4,25,10,0.49,66.94,14.0
2017,4,25,11,0.52,65.25,14.83
2017,4,25,12,0.55,66.06,15.03
2017,4,25,13,0.58,68.44,14.76
2017,4,25,14,0.55,71.19,14.19
2017,4,25,15,0.56,73.62,13.54
2017,4,25,16,0.53,74.62,13.22
2017,4,25,17,0.49,78.44,12.36
2017,4,25,18,0.39,86.69,10.98
2017,4,25,19,0.36,95.88,9.57
2017,4,25,20,0.33,98.69,9.11
2017,4,25,21,0.33,99.25,9.01
2017,4,25,22,0.34,100.0,8.89
2017,4,25,23,0.38,98.38,9.49
2017,4,26,0,0.37,97.94,9.84
2017,4,26,1,0.36,98.19,10.0
2017,4,26,2,0.36,98.5,10.08
2017,4,26,3,0.36,98.94,10.04
2017,4,26,4,0.39,98.81,10.1
2017,4,26,5,0.45,98.62,10.18
2017,4,26,6,0.44,97.75,10.48
2017,4,26,7,0.46,96.0,10.9
2017,4,26,8,0.46,94.5,11.15
2017,4,26,9,0.49,93.06,11.53
2017,4,26,10,0.5,92.31,11.88
2017,4,26,11,0.49,92.81,11.9
