YEAR,MO,DY,HR,WS2M,RH2M,T2M
2016,10,18,19,1.55,83.0,12.26
2016,10,18,20,1.51,87.12,11.58
2016,10,18,21,1.46,87.94,11.05
2016,10,18,22,1.43,85.12,10.51
2016,10,18,23,1.51,80.88,10.44
2016,10,19,0,1.62,78.19,10.12
2016,10,19,1,1.66,77.25,9.72
2016,10,19,2,1.69,77.12,9.31
2016,10,19,3,1.6,78.06,8.9
2016,10,19,4,1.44,79.94,8.39
2016,10,19,5,1.35,82.0,7.88
2016,10,19,6,1.31,83.5,7.54
2016,10,19,7,1.84,72.06,10.26
2016,10,19,8,2.41,60.44,12.87
2016,10,19,9,2.82,50.31,15.84
2016,10,19,10,3.22,41.62,18.56
2016,10,19,11,3.37,34.88,20.76
2016,10,19,12,3.37,30.19,22.45
2016,10,19,13,3.43,27.25,23.3
2016,10,19,14,3.41,27.06,23.19
2016,10,19,15,3.28,27.88,22.83
2016,10,19,16,2.0,38.56,20.87
2016,10,19,17,1.19,60.25,16.14
2016,10,19,18,1.21,68.44,13.95
2016,10,19,19,1.13,76.0,12.81
2016,10,19,20,1.06,81.88,12.1
2016,10,19,21,1.05,84.5,11.98
2016,10,19,22,0.99,83.62,12.4
2016,10,19,23,0.84,80.75,12.97
2016,10,20,0,0.61,76.75,13.59
2016,10,20,1,0.54,72.19,14.15
2016,10,20,2,0.71,70.69,13.89
2016,10,20,3,0.85,73.12,12.69
2016,10,20,4,1.09,73.31,11.94
2016,10,20,5,1.22,76.69,10.65
2016,10,20,6,1.21,80.5,9.51
2016,10,20,7,1.19,75.94,11.48
2016,10,20,8,1.79,59.75,14.34
2016,10,20,9,1.72,50.69,17.48
2016,10,20,10,2.17,37.69,21.04
2016,10,20,11,2.43,30.5,23.36
2016,10,20,12,2.81,26.81,24.7
2016,10,20,13,3.05,24.81,25.57
2016,10,20,14,3.03,23.94,25.99
2016,10,20,15,2.61,26.0,25.46
2016,10,20,16,1.15,44.62,22.94
2016,10,20,17,1.1,53.81,18.89
2016,10,20,18,1.21,55.94,17.05
2016,10,20,19,1.17,62.56,15.74
2016,10,20,20,1.1,68.62,15.05
2016,10,20,21,1.0,75.0,14.73
2016,10,20,22,0.88,82.88,14.51
2016,10,20,23,0.79,89.31,14.36
2016,10,21,0,0.65,95.06,13.9
2016,10,21,1,0.57,96.06,14.01
2016,10,21,2,0.52,95.88,14.19
2016,10,21,3,0.43,97.81,13.94
2016,10,21,4,0.42,100.0,13.6
2016,10,21,5,0.52,100.0,13.12
2016,10,21,6,0.56,100.0,12.15
2016,10,21,7,0.55,99.62,13.65
2016,10,21,8,0.87,86.19,16.23
2016,10,21,9,0.68,64.69,20.03
2016,10,21,10,1.16,43.94,24.01
2016,10,21,11,1.43,39.81,25.48
2016,10,21,12,1.83,37.75,26.33
2016,10,21,13,2.16,37.25,26.57
2016,10,21,14,2.43,37.69,26.19
2016,10,21,15,2.57,41.06,24.94
2016,10,21,16,2.11,52.38,22.37
2016,10,21,17,1.31,74.0,17.98
2016,10,21,18,1.26,85.88,15.47
2016,10,21,19,1.0,94.38,13.8
2016,10,21,20,0.91,100.0,12.74
2016,10,21,21,0.99,100.0,12.15
2016,10,21,22,1.09,100.0,11.73
2016,10,21,23,1.14,100.0,11.53
2016,10,22,0,1.11,100.0,11.26
2016,10,22,1,1.07,100.0,11.1
2016,10,22,2,1.04,100.0,10.97
2016,10,22,3,1.0,100.0,10.8
2016,10,22,4,1.02,100.0,10.42
2016,10,22,5,1.05,100.0,9.98
2016,10,22,6,1.02,100.0,9.7
2016,10,22,7,1.25,96.75,11.48
2016,10,22,8,1.71,81.44,13.58
2016,10,22,9,1.59,65.88,15.71
2016,10,22,10,1.54,57.56,17.75
2016,10,22,11,1.54,46.5,19.9
2016,10,22,12,1.69,41.31,21.15
2016,10,22,13,1.92,38.44,21.76
2016,10,22,14,2.15,38.81,21.33
2016,10,22,15,2.33,43.69,19.76
2016,10,22,16,2.24,56.12,16.98
2016,10,22,17,1.38,74.38,13.93
2016,10,22,18,1.12,85.19,12.46
2016,10,22,19,1.01,90.06,11.81
2016,10,22,20,0.96,93.69,11.35
2016,10,22,21,0.95,97.38,10.95
2016,10,22,22,0.97,100.0,10.59
2016,10,22,23,0.99,100.0,10.3
2016,10,23,0,1.02,100.0,10.09
2016,10,23,1,1.03,100.0,9.9
2016,10,23,2,1.04,100.0,9.73
2016,10,23,3,1.03,100.0,9.59
2016,10,23,4,1.01,100.0,9.51
2016,10,23,5,1.01,100.0,9.4
2016,10,23,6,1.05,100.0,9.13
2016,10,23,7,1.13,99.81,10.95
2016,10,23,8,1.92,77.81,14.19
2016,10,23,9,2.16,58.56,17.33
2016,10,23,10,2.68,44.88,20.08
2016,10,23,11,3.07,37.31,22.02
2016,10,23,12,3.42,33.62,23.17
2016,10,23,13,3.63,33.06,23.54
2016,10,23,14,3.74,35.31,23.15
2016,10,23,15,3.84,40.31,21.98
2016,10,23,16,3.57,52.06,19.51
2016,10,23,17,2.73,73.0,16.0
2016,10,23,18,2.74,90.19,13.83
2016,10,23,19,2.84,94.38,13.34
2016,10,23,20,2.76,93.81,13.42
2016,10,23,21,2.31,94.69,13.37
2016,10,23,22,2.33,93.31,13.54
2016,10,23,23,2.84,90.19,13.74
2016,10,24,0,2.76,90.12,13.69
2016,10,24,1,2.86,89.38,13.61
2016,10,24,2,2.83,89.12,13.5
2016,10,24,3,2.8,88.56,13.46
2016,10,24,4,2.53,89.25,13.18
2016,10,24,5,2.2,92.38,12.49
2016,10,24,6,2.05,97.38,11.55
2016,10,24,7,3.0,90.06,12.9
2016,10,24,8,4.13,80.19,14.41
2016,10,24,9,4.77,70.19,15.59
2016,10,24,10,4.69,63.5,16.55
2016,10,24,11,4.55,56.69,17.87
2016,10,24,12,4.41,51.75,19.08
2016,10,24,13,4.46,51.0,19.6
2016,10,24,14,4.71,52.5,19.64
2016,10,24,15,4.64,57.31,18.78
2016,10,24,16,3.94,65.06,17.35
2016,10,24,17,2.87,76.81,15.29
2016,10,24,18,2.9,83.88,14.12
2016,10,24,19,2.77,86.31,13.66
2016,10,24,20,2.61,86.19,13.54
2016,10,24,21,2.49,86.06,13.4
2016,10,24,22,2.23,86.81,13.07
2016,10,24,23,2.01,86.44,13.07
2016,10,25,0,2.26,84.19,13.32
2016,10,25,1,2.47,82.44,13.61
2016,10,25,2,2.36,82.19,13.56
2016,10,25,3,2.3,82.19,13.43
2016,10,25,4,2.07,83.38,13.12
2016,10,25,5,1.97,84.25,13.21
2016,10,25,6,1.76,86.19,12.84
2016,10,25,7,2.49,82.06,13.97
2016,10,25,8,3.3,76.62,15.58
2016,10,25,9,3.9,70.44,17.7
2016,10,25,10,4.23,63.31,19.55
2016,10,25,11,4.14,60.94,20.24
2016,10,25,12,3.97,58.94,20.91
2016,10,25,13,3.76,57.0,21.52
2016,10,25,14,3.5,56.12,21.67
2016,10,25,15,3.21,56.5,21.3
2016,10,25,16,2.44,61.56,20.05
2016,10,25,17,1.21,78.5,16.62
2016,10,25,18,1.23,84.38,15.01
2016,10,25,19,1.35,87.12,14.31
2016,10,25,20,1.54,88.56,14.34
2016,10,25,21,1.5,92.44,14.02
2016,10,25,22,1.4,96.5,13.72
2016,10,25,23,1.33,100.0,13.4
2016,10,26,0,1.37,100.0,13.08
2016,10,26,1,1.31,100.0,12.59
2016,10,26,2,1.24,100.0,12.01
2016,10,26,3,1.19,100.0,11.72
2016,10,26,4,1.16,100.0,11.32
2016,10,26,5,1.15,100.0,10.77
2016,10,26,6,1.14,100.0,10.45
2016,10,26,7,1.33,99.56,12.72
2016,10,26,8,2.07,87.44,15.51
2016,10,26,9,2.48,67.94,18.61
2016,10,26,10,2.95,49.94,21.53
2016,10,26,11,3.27,40.38,23.42
2016,10,26,12,3.64,35.44,24.44
2016,10,26,13,3.88,33.5,24.72
2016,10,26,14,3.97,34.44,24.12
2016,10,26,15,3.81,39.19,22.56
2016,10,26,16,3.05,49.94,20.01
2016,10,26,17,1.53,73.75,15.61
2016,10,26,18,1.24,85.44,13.76
2016,10,26,19,1.07,91.06,13.08
2016,10,26,20,1.01,93.75,12.73
2016,10,26,21,1.02,94.75,12.49
2016,10,26,22,1.02,94.75,12.47
2016,10,26,23,0.89,93.19,12.79
2016,10,27,0,0.64,94.19,12.73
2016,10,27,1,0.84,96.19,12.48
2016,10,27,2,1.02,100.0,11.71
2016,10,27,3,1.09,100.0,11.01
2016,10,27,4,1.16,100.0,10.58
2016,10,27,5,1.21,100.0,11.56
2016,10,27,6,1.41,100.0,11.89
2016,10,27,7,2.23,89.31,14.05
2016,10,27,8,2.99,79.19,16.36
2016,10,27,9,3.01,68.0,18.75
2016,10,27,10,3.09,60.0,20.44
2016,10,27,11,2.9,57.88,21.15
2016,10,27,12,3.46,66.38,20.01
2016,10,27,13,3.85,79.75,18.1
2016,10,27,14,3.47,82.62,17.98
2016,10,27,15,2.97,80.62,18.56
2016,10,27,16,1.98,82.62,18.4
2016,10,27,17,0.84,92.69,16.69
2016,10,27,18,0.84,94.75,16.26
2016,10,27,19,0.79,96.19,16.15
2016,10,27,20,0.75,97.44,15.83
2016,10,27,21,0.64,98.25,15.55
2016,10,27,22,0.67,99.69,15.04
2016,10,27,23,0.66,100.0,14.81
2016,10,28,0,0.64,99.31,14.74
2016,10,28,1,0.7,99.19,14.51
2016,10,28,2,0.65,97.56,14.73
2016,10,28,3,0.69,98.19,14.49
2016,10,28,4,0.76,99.75,13.99
2016,10,28,5,0.78,98.44,14.09
2016,10,28,6,0.59,98.0,13.95
2016,10,28,7,0.56,95.88,14.58
2016,10,28,8,1.02,92.81,15.48
2016,10,28,9,1.47,91.25,16.13
2016,10,28,10,1.89,88.06,17.05
2016,10,28,11,2.08,81.56,18.4
2016,10,28,12,2.64,74.31,19.8
2016,10,28,13,3.13,70.38,20.23
2016,10,28,14,3.42,69.62,19.93
2016,10,28,15,3.45,70.19,19.16
2016,10,28,16,2.8,73.88,17.83
2016,10,28,17,1.31,88.94,14.58
2016,10,28,18,1.07,95.31,12.98
2016,10,28,19,0.95,96.38,12.61
2016,10,28,20,0.8,93.38,13.01
2016,10,28,21,0.44,90.94,13.39
2016,10,28,22,0.52,91.25,13.21
2016,10,28,23,0.72,93.5,12.63
2016,10,29,0,0.77,93.25,12.59
2016,10,29,1,0.65,91.5,12.95
2016,10,29,2,0.77,91.94,12.98
2016,10,29,3,0.81,93.94,12.73
2016,10,29,4,0.87,95.12,12.66
2016,10,29,5,1.02,95.62,12.83
2016,10,29,6,1.25,96.25,12.93
2016,10,29,7,1.97,94.5,13.97
2016,10,29,8,2.94,91.5,15.44
2016,10,29,9,3.54,84.62,16.95
2016,10,29,10,4.0,72.69,18.64
2016,10,29,11,3.98,64.38,19.8
2016,10,29,12,3.78,59.81,20.57
2016,10,29,13,3.49,56.31,21.0
2016,10,29,14,3.15,54.5,20.96
2016,10,29,15,2.8,55.5,20.36
2016,10,29,16,1.88,64.31,18.76
2016,10,29,17,1.1,83.5,15.09
2016,10,29,18,1.19,90.62,13.59
2016,10,29,19,1.2,98.12,12.68
2016,10,29,20,1.21,100.0,12.14
2016,10,29,21,1.25,100.0,11.93
2016,10,29,22,1.32,100.0,11.82
2016,10,29,23,1.45,100.0,11.82
2016,10,30,0,1.66,100.0,11.91
2016,10,30,1,1.76,100.0,11.93
2016,10,30,2,1.78,100.0,11.71
2016,10,30,3,1.78,100.0,11.46
2016,10,30,4,1.87,100.0,11.23
2016,10,30,5,2.14,100.0,11.23
2016,10,30,6,2.7,98.94,11.66
2016,10,30,7,3.63,94.56,13.06
2016,10,30,8,4.23,92.0,14.48
2016,10,30,9,5.1,86.56,16.04
2016,10,30,10,5.79,76.06,17.23
2016,10,30,11,5.97,68.31,18.23
2016,10,30,12,5.93,63.25,18.73
2016,10,30,13,5.68,60.94,18.66
2016,10,30,14,5.22,61.69,18.25
2016,10,30,15,4.57,65.19,17.51
2016,10,30,16,3.48,73.69,16.23
2016,10,30,17,2.1,89.94,13.82
2016,10,30,18,2.03,97.12,12.9
2016,10,30,19,1.92,99.31,12.62
2016,10,30,20,1.53,100.0,12.02
2016,10,30,21,1.24,100.0,11.16
2016,10,30,22,1.12,100.0,10.51
2016,10,30,23,1.09,100.0,10.12
2016,10,31,0,1.09,100.0,10.11
2016,10,31,1,1.01,100.0,10.42
2016,10,31,2,0.87,100.0,10.55
2016,10,31,3,0.95,100.0,10.08
2016,10,31,4,1.04,100.0,9.67
2016,10,31,5,1.07,100.0,9.36
2016,10,31,6,1.13,100.0,8.94
2016,10,31,7,0.93,100.0,9.95
2016,10,31,8,1.74,89.94,13.04
2016,10,31,9,1.93,75.19,14.65
2016,10,31,10,2.0,59.06,16.25
2016,10,31,11,2.05,51.25,17.2
2016,10,31,12,2.31,48.56,17.82
2016,10,31,13,2.79,47.75,18.14
2016,10,31,14,3.19,49.06,18.01
2016,10,31,15,3.38,53.69,17.15
2016,10,31,16,2.96,64.25,15.53
2016,10,31,17,1.76,85.06,12.58
2016,10,31,18,2.24,92.12,12.37
2016,10,31,19,3.21,92.88,12.91
2016,10,31,20,3.65,92.81,13.12
2016,10,31,21,3.66,93.69,13.28
2016,10,31,22,3.31,94.75,13.48
2016,10,31,23,2.5,95.12,13.24
2016,11,1,0,1.69,97.0,11.98
2016,11,1,1,1.41,98.19,10.9
2016,11,1,2,1.21,100.0,10.19
2016,11,1,3,1.11,100.0,9.85
2016,11,1,4,1.06,100.0,9.66
2016,11,1,5,1.07,100.0,9.41
2016,11,1,6,1.08,100.0,8.77
2016,11,1,7,1.06,99.81,10.37
2016,11,1,8,1.88,88.38,12.86
2016,11,1,9,2.02,76.62,14.23
2016,11,1,10,2.05,66.69,15.48
2016,11,1,11,2.04,60.06,16.49
2016,11,1,12,2.1,56.75,17.12
2016,11,1,13,2.2,55.69,17.36
2016,11,1,14,2.07,55.69,17.28
2016,11,1,15,1.89,57.06,16.83
2016,11,1,16,1.47,65.25,15.53
2016,11,1,17,1.14,83.81,12.04
2016,11,1,18,1.23,88.69,10.9
2016,11,1,19,1.07,95.19,10.07
2016,11,1,20,1.02,100.0,9.55
2016,11,1,21,1.02,100.0,9.18
2016,11,1,22,1.04,100.0,9.08
2016,11,1,23,1.03,100.0,9.12
2016,11,2,0,0.98,100.0,9.18
2016,11,2,1,0.82,100.0,9.09
2016,11,2,2,0.7,100.0,9.41
2016,11,2,3,0.6,100.0,9.33
2016,11,2,4,0.7,100.0,8.55
2016,11,2,5,0.89,100.0,7.74
2016,11,2,6,1.01,100.0,7.0
2016,11,2,7,0.92,100.0,7.95
2016,11,2,8,1.84,89.38,11.12
2016,11,2,9,2.31,72.0,14.09
2016,11,2,10,2.44,59.75,16.58
2016,11,2,11,2.14,51.69,18.61
2016,11,2,12,1.68,47.12,20.02
2016,11,2,13,1.23,44.31,20.93
2016,11,2,14,0.83,43.44,21.18
2016,11,2,15,0.9,45.38,20.68
2016,11,2,16,0.82,65.0,18.26
2016,11,2,17,1.09,77.19,13.87
2016,11,2,18,1.2,82.0,12.31
2016,11,2,19,1.15,86.0,11.38
2016,11,2,20,1.09,89.06,10.87
2016,11,2,21,1.07,90.5,10.76
2016,11,2,22,1.07,90.69,10.73
2016,11,2,23,1.02,91.25,10.65
2016,11,3,0,0.96,92.69,10.53
2016,11,3,1,0.9,95.5,10.26
2016,11,3,2,0.84,99.75,9.79
2016,11,3,3,0.98,100.0,9.6
2016,11,3,4,1.08,100.0,8.66
2016,11,3,5,1.12,100.0,7.78
2016,11,3,6,1.12,100.0,7.23
2016,11,3,7,0.94,100.0,8.65
2016,11,3,8,1.66,89.19,11.98
2016,11,3,9,1.83,76.31,14.7
2016,11,3,10,1.82,64.81,17.39
2016,11,3,11,1.53,55.5,19.73
2016,11,3,12,1.07,47.75,21.54
2016,11,3,13,0.71,43.0,22.58
2016,11,3,14,0.49,41.5,22.76
2016,11,3,15,0.62,44.25,22.22
2016,11,3,16,0.7,63.25,19.67
2016,11,3,17,1.08,68.56,16.27
2016,11,3,18,1.12,74.44,14.54
2016,11,3,19,1.13,76.81,13.66
2016,11,3,20,1.14,76.62,13.27
2016,11,3,21,1.08,76.06,13.14
2016,11,3,22,1.0,75.94,13.15
2016,11,3,23,0.98,76.38,13.04
2016,11,4,0,1.01,77.44,12.86
2016,11,4,1,1.02,80.12,12.51
2016,11,4,2,1.08,85.94,11.73
2016,11,4,3,1.09,93.5,10.73
2016,11,4,4,1.1,99.44,10.05
2016,11,4,5,1.13,100.0,9.89
2016,11,4,6,1.16,100.0,9.94
2016,11,4,7,1.04,97.06,10.98
2016,11,4,8,1.6,82.44,14.24
2016,11,4,9,1.12,75.06,16.62
2016,11,4,10,0.9,60.31,19.92
2016,11,4,11,0.66,49.81,22.18
2016,11,4,12,0.53,44.75,23.45
2016,11,4,13,0.99,42.75,24.08
2016,11,4,14,1.44,43.44,23.96
2016,11,4,15,1.54,47.94,22.95
2016,11,4,16,0.9,68.69,20.05
2016,11,4,17,1.06,77.88,16.21
2016,11,4,18,1.08,78.62,15.31
2016,11,4,19,0.91,78.31,15.13
2016,11,4,20,0.73,80.81,14.7
2016,11,4,21,0.92,87.0,13.76
2016,11,4,22,1.12,96.06,12.48
2016,11,4,23,1.16,100.0,11.5
2016,11,5,0,1.16,100.0,11.02
2016,11,5,1,1.05,100.0,11.13
2016,11,5,2,0.53,100.0,11.99
2016,11,5,3,0.57,100.0,11.71
2016,11,5,4,1.06,100.0,10.46
2016,11,5,5,1.13,100.0,9.98
2016,11,5,6,1.16,100.0,9.58
2016,11,5,7,1.02,100.0,10.16
2016,11,5,8,1.74,91.19,13.76
2016,11,5,9,1.8,79.69,16.48
2016,11,5,10,1.75,71.69,18.42
2016,11,5,11,1.7,64.88,19.83
2016,11,5,12,1.88,57.56,20.94
2016,11,5,13,2.21,53.5,21.33
2016,11,5,14,2.43,54.5,20.92
2016,11,5,15,2.34,59.5,19.87
2016,11,5,16,1.7,72.81,17.7
2016,11,5,17,1.07,93.81,14.1
2016,11,5,18,1.01,100.0,12.85
2016,11,5,19,0.96,100.0,12.65
2016,11,5,20,0.99,100.0,12.73
2016,11,5,21,1.0,100.0,12.39
2016,11,5,22,1.04,100.0,11.38
2016,11,5,23,1.09,100.0,10.87
2016,11,6,0,1.11,100.0,10.64
2016,11,6,1,1.13,100.0,10.45
2016,11,6,2,1.07,100.0,10.94
2016,11,6,3,1.06,100.0,11.04
2016,11,6,4,1.07,100.0,11.04
2016,11,6,5,0.98,100.0,11.83
2016,11,6,6,0.94,100.0,12.34
2016,11,6,7,0.83,100.0,12.81
2016,11,6,8,1.05,96.94,14.26
2016,11,6,9,1.75,88.19,16.51
2016,11,6,10,1.87,79.38,18.23
2016,11,6,11,1.93,70.75,19.74
2016,11,6,12,1.88,66.94,20.13
2016,11,6,13,1.95,63.62,20.87
2016,11,6,14,1.85,62.06,20.94
2016,11,6,15,1.59,65.25,20.03
2016,11,6,16,0.9,80.31,17.97
2016,11,6,17,0.79,88.88,15.65
2016,11,6,18,0.68,86.5,15.72
2016,11,6,19,0.75,88.06,15.21
2016,11,6,20,0.59,87.81,15.01
2016,11,6,21,0.44,86.56,15.14
2016,11,6,22,0.34,87.06,15.0
2016,11,6,23,0.46,89.62,14.51
2016,11,7,0,0.51,92.12,14.07
2016,11,7,1,0.64,93.38,13.84
2016,11,7,2,0.77,96.44,13.3
2016,11,7,3,0.75,97.12,13.12
2016,11,7,4,0.8,99.38,12.69
2016,11,7,5,0.88,100.0,12.05
2016,11,7,6,0.88,100.0,11.56
2016,11,7,7,0.69,100.0,12.44
2016,11,7,8,1.13,90.44,14.98
2016,11,7,9,1.02,77.12,18.05
2016,11,7,10,0.88,63.38,21.27
2016,11,7,11,0.64,57.38,22.83
2016,11,7,12,0.74,53.31,23.65
2016,11,7,13,1.03,50.88,24.01
2016,11,7,14,1.21,50.56,23.85
2016,11,7,15,1.16,54.38,23.06
2016,11,7,16,0.67,71.25,20.94
2016,11,7,17,0.79,75.56,18.78
2016,11,7,18,0.85,79.69,17.56
2016,11,7,19,0.9,82.81,16.61
2016,11,7,20,0.97,84.88,15.76
2016,11,7,21,0.99,87.31,15.05
2016,11,7,22,0.95,88.94,14.69
2016,11,7,23,0.89,89.69,14.5
2016,11,8,0,0.81,90.12,14.37
2016,11,8,1,0.78,91.81,14.04
2016,11,8,2,0.78,94.62,13.57
2016,11,8,3,0.8,97.38,13.15
2016,11,8,4,0.83,100.0,12.73
2016,11,8,5,0.91,100.0,12.26
2016,11,8,6,0.99,100.0,11.77
2016,11,8,7,0.82,100.0,12.26
2016,11,8,8,1.21,90.19,15.15
2016,11,8,9,0.78,77.19,18.02
2016,11,8,10,0.52,65.94,20.73
2016,11,8,11,0.32,60.69,22.25
2016,11,8,12,0.31,55.5,23.59
2016,11,8,13,0.51,50.38,24.7
2016,11,8,14,0.75,49.06,24.91
2016,11,8,15,0.82,51.31,24.49
2016,11,8,16,0.54,64.62,22.54
2016,11,8,17,0.95,73.25,18.93
2016,11,8,18,1.02,84.44,16.39
2016,11,8,19,1.06,89.81,15.0
2016,11,8,20,0.97,94.38,13.94
2016,11,8,21,0.91,97.19,13.37
2016,11,8,22,0.88,95.75,13.49
2016,11,8,23,0.8,94.44,13.66
2016,11,9,0,0.86,96.94,13.25
2016,11,9,1,0.95,100.0,12.44
2016,11,9,2,0.97,100.0,11.87
2016,11,9,3,0.97,100.0,11.58
2016,11,9,4,0.97,100.0,11.44
2016,11,9,5,0.95,100.0,11.36
2016,11,9,6,0.94,100.0,11.13
2016,11,9,7,0.78,100.0,11.65
2016,11,9,8,1.37,91.0,14.41
2016,11,9,9,1.54,81.06,16.88
2016,11,9,10,1.77,69.5,19.74
2016,11,9,11,1.54,63.88,21.44
2016,11,9,12,1.24,57.0,23.07
2016,11,9,13,1.02,52.06,24.16
2016,11,9,14,0.74,49.44,24.64
2016,11,9,15,0.57,50.75,24.36
2016,11,9,16,0.52,64.69,22.39
2016,11,9,17,0.86,66.88,19.76
2016,11,9,18,0.93,72.0,18.4
2016,11,9,19,0.9,75.44,17.64
2016,11,9,20,0.78,80.0,16.87
2016,11,9,21,0.67,81.62,16.69
2016,11,9,22,0.61,83.5,16.48
2016,11,9,23,0.73,90.69,15.33
2016,11,10,0,0.95,95.06,14.72
2016,11,10,1,1.07,100.0,13.83
2016,11,10,2,1.08,100.0,13.36
2016,11,10,3,0.89,100.0,13.49
2016,11,10,4,0.61,100.0,13.63
2016,11,10,5,0.72,100.0,12.85
2016,11,10,6,1.02,100.0,11.96
2016,11,10,7,0.93,100.0,12.33
2016,11,10,8,1.88,92.81,16.07
2016,11,10,9,1.97,87.06,18.08
2016,11,10,10,1.98,79.06,20.48
2016,11,10,11,1.81,71.0,22.53
2016,11,10,12,1.38,65.5,23.62
2016,11,10,13,1.03,60.0,24.77
2016,11,10,14,0.82,54.94,25.48
2016,11,10,15,0.45,56.75,25.23
2016,11,10,16,0.32,65.06,23.72
2016,11,10,17,0.7,70.94,21.01
2016,11,10,18,0.93,79.38,19.48
2016,11,10,19,1.01,88.25,18.15
2016,11,10,20,0.98,93.81,17.37
2016,11,10,21,0.92,97.81,16.84
2016,11,10,22,0.94,100.0,16.32
2016,11,10,23,1.02,100.0,15.65
2016,11,11,0,1.08,100.0,14.98
2016,11,11,1,1.11,100.0,14.53
2016,11,11,2,1.12,100.0,14.14
2016,11,11,3,1.13,100.0,13.68
2016,11,11,4,1.15,100.0,13.17
2016,11,11,5,1.18,100.0,12.45
2016,11,11,6,1.18,100.0,11.75
2016,11,11,7,1.11,100.0,12.57
2016,11,11,8,2.07,81.19,16.3
2016,11,11,9,1.96,65.75,18.65
2016,11,11,10,2.26,48.06,21.76
2016,11,11,11,2.6,39.88,23.46
2016,11,11,12,2.81,36.62,24.15
2016,11,11,13,2.7,39.44,23.73
2016,11,11,14,2.45,47.75,22.55
2016,11,11,15,2.1,61.81,20.67
2016,11,11,16,1.43,79.0,18.3
2016,11,11,17,1.09,90.75,16.17
2016,11,11,18,0.96,94.12,15.51
2016,11,11,19,0.9,95.62,15.22
2016,11,11,20,0.88,95.62,15.19
2016,11,11,21,0.9,96.38,15.01
2016,11,11,22,0.95,98.25,14.64
2016,11,11,23,0.98,100.0,14.15
2016,11,12,0,0.99,100.0,13.75
2016,11,12,1,1.01,100.0,13.13
2016,11,12,2,1.03,100.0,12.48
2016,11,12,3,1.1,100.0,11.61
2016,11,12,4,1.05,100.0,11.76
2016,11,12,5,0.96,100.0,12.12
2016,11,12,6,0.91,100.0,12.23
2016,11,12,7,0.76,100.0,13.01
2016,11,12,8,1.08,88.94,15.61
2016,11,12,9,1.02,78.75,17.48
2016,11,12,10,0.86,70.81,19.19
2016,11,12,11,0.74,58.0,21.28
2016,11,12,12,0.92,49.94,22.85
2016,11,12,13,1.41,48.88,23.32
2016,11,12,14,1.65,50.56,23.11
2016,11,12,15,1.74,54.94,22.2
2016,11,12,16,1.43,70.0,19.65
2016,11,12,17,1.39,85.75,16.0
2016,11,12,18,1.3,92.25,14.53
2016,11,12,19,0.88,97.31,13.3
2016,11,12,20,0.68,95.0,13.23
2016,11,12,21,0.86,100.0,12.08
2016,11,12,22,0.87,100.0,11.76
2016,11,12,23,0.67,99.69,12.12
2016,11,13,0,0.55,100.0,11.83
2016,11,13,1,0.41,98.69,12.18
2016,11,13,2,0.34,97.94,12.22
2016,11,13,3,0.45,99.31,12.02
2016,11,13,4,0.3,98.69,12.13
2016,11,13,5,0.04,98.38,12.18
2016,11,13,6,0.43,100.0,11.72
2016,11,13,7,0.63,100.0,11.48
2016,11,13,8,0.81,91.75,13.61
2016,11,13,9,0.64,88.44,14.44
2016,11,13,10,0.5,82.88,15.81
2016,11,13,11,0.67,68.0,19.56
2016,11,13,12,0.86,60.12,21.47
2016,11,13,13,1.05,56.12,22.35
2016,11,13,14,1.13,55.19,22.53
2016,11,13,15,1.03,57.69,22.01
2016,11,13,16,0.63,75.44,19.73
2016,11,13,17,0.98,78.06,17.15
2016,11,13,18,0.95,82.62,16.22
2016,11,13,19,0.88,86.5,15.54
2016,11,13,20,0.88,91.19,14.68
2016,11,13,21,0.82,95.56,13.97
2016,11,13,22,0.7,100.0,13.19
2016,11,13,23,0.78,100.0,12.87
2016,11,14,0,0.86,100.0,12.32
2016,11,14,1,0.87,100.0,12.04
2016,11,14,2,0.79,100.0,11.9
2016,11,14,3,0.66,100.0,11.52
2016,11,14,4,0.6,100.0,11.52
2016,11,14,5,0.62,100.0,11.62
2016,11,14,6,0.66,100.0,11.01
2016,11,14,7,0.6,100.0,11.15
2016,11,14,8,0.49,92.25,13.23
2016,11,14,9,0.42,83.94,15.45
2016,11,14,10,0.53,74.94,17.8
2016,11,14,11,0.58,66.25,19.81
2016,11,14,12,0.4,58.0,21.43
2016,11,14,13,0.46,48.06,22.99
2016,11,14,14,0.75,45.75,23.33
2016,11,14,15,1.01,49.88,22.52
2016,11,14,16,0.77,73.06,19.26
2016,11,14,17,0.96,87.81,15.07
2016,11,14,18,1.02,100.0,13.37
2016,11,14,19,1.01,100.0,12.13
2016,11,14,20,1.01,100.0,11.31
2016,11,14,21,1.0,100.0,10.75
2016,11,14,22,1.03,100.0,10.38
2016,11,14,23,1.07,100.0,9.99
2016,11,15,0,1.13,100.0,9.49
2016,11,15,1,1.22,100.0,9.05
2016,11,15,2,1.25,100.0,8.68
2016,11,15,3,1.21,100.0,8.34
2016,11,15,4,1.16,100.0,8.28
2016,11,15,5,1.1,100.0,8.52
2016,11,15,6,1.04,100.0,8.62
2016,11,15,7,0.89,100.0,9.25
2016,11,15,8,1.79,91.94,12.59
2016,11,15,9,2.17,85.25,15.06
2016,11,15,10,2.57,80.75,17.05
2016,11,15,11,2.89,76.94,18.15
